relative_path,sha256,bytes,warning
acceptance-matrix.csv,543c5a6165f3f3852a9cf4b5b5ac22db2f67f4def0249e6ff201de4e4a893449,2403,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
authorization-register.csv,8f770b89a69bfd8e294ea9e1189c737f91dc6a37780ddeb2e610e5952e941814,1083,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
configuration-binding.csv,3617e671f03f8f9406ac40a02d385938a016aaba5cadfe7e46a6ced08dc2edfa,873,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
item-decision-register.csv,dafa65c4021152309720ec805f0c6ce154046a37fb57efa5a80abb253a6d324e,908,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
official-source-verification.csv,70bcb17bfbea6793d8b5b12ed3b11c675b561a4017035abe70880145c6166f9c,1580,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
open-finding-register.csv,a04437ccfa2116911cfe7959541048b8667a232516dbed36e559fe00fdfc7701,1353,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
owner-input-template.csv,12b0d6e26e9ceaeeb2af8f462fc10dddef015bb93ba362d6c1eeb5087e7f8781,2397,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
package-status.json,92ce132f669318d67746aec043f629790de5a0db6d45c48435b350e8ae65d4d5,1493,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
readiness-gate.csv,f54ce3f84e3e59e033790f93bd720a1a343e555240b50118f4ccfe6379bbcabc,2771,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
README.md,53375bd6107f5a46c05e0743cbef726d8af9b96134b4d6ac18dc4a50d7c28698,286,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
receipt-scope.csv,5f42b1fc31a847deab05c9692e0f4a1d8ca3551ab512ce58fda3e129d22e4363,1519,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
source-hash-register.json,48e9324f7c863ef51a28d16e122336154d7473d3abaa432fc58b3da8d25622b8,455,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
stop-work-register.csv,7c48b192e9c759d5c6a2ddaaefef0edcb743c710ce642a7354c20f066fcc0be6,2737,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
