assembly_id,scope,modules_or_boundary,power_entry,data_entry,connector_instances,retention_and_service_access,drawing_state,authority,entry_datum,exit_datum
HN-E01,energy/battery/charge,T01 | external charger/tether,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-S01,safety/permit,T01 | external E-stop/reset,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-C01,compute/interfaces,T01,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-P01,pelvis/waist,P01,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-NH01,head and articulated neck,N01 | H01,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-A01,left arm,A01,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-G01,left hand,G01,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-A02,right arm,A02,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-G02,right hand,G02,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
HN-L01,left leg,L01,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,P0.1 PHYSICAL ROUTE ALLOCATION PRESENT - CUT LENGTH/CONNECTORS/RETENTION OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY",DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN,DEFINED BY ROUTE-POINT REGISTER; MODULE INTERFACE DATUM VALIDATION OPEN
