crossing_id,pair_id,target_axis,crossed_joint,bus_id,power_corridor,branch_ordinal,joint_ordinal,crossing_sequence,segment_id,lane_offset_x_mm,joint_axis_xyz_mm,joint_axis_direction,planning_crossing_length_mm,topology_rule,selection_state,authority
XING-L_HIP_YAW-AT-L_HIP_YAW,PAIR-L_HIP_YAW,L_HIP_YAW,L_HIP_YAW,RS-LLEG,HN01_L_LEG_POWER,1,1,1 OF 1,LOOP-L_HIP_YAW-PWR,4.000,"(62.500,0.000,410.000)","(0,0,1)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_HIP_ROLL-AT-L_HIP_YAW,PAIR-L_HIP_ROLL,L_HIP_ROLL,L_HIP_YAW,RS-LLEG,HN01_L_LEG_POWER,2,1,1 OF 2,CROSS-L_HIP_ROLL-AT-L_HIP_YAW-PWR,7.200,"(62.500,0.000,410.000)","(0,0,1)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_HIP_ROLL-AT-L_HIP_ROLL,PAIR-L_HIP_ROLL,L_HIP_ROLL,L_HIP_ROLL,RS-LLEG,HN01_L_LEG_POWER,2,2,2 OF 2,LOOP-L_HIP_ROLL-PWR,4.000,"(62.500,0.000,390.000)","(0,1,0)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_HIP_PITCH-AT-L_HIP_YAW,PAIR-L_HIP_PITCH,L_HIP_PITCH,L_HIP_YAW,RS-LLEG,HN01_L_LEG_POWER,3,1,1 OF 3,CROSS-L_HIP_PITCH-AT-L_HIP_YAW-PWR,10.400,"(62.500,0.000,410.000)","(0,0,1)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_HIP_PITCH-AT-L_HIP_ROLL,PAIR-L_HIP_PITCH,L_HIP_PITCH,L_HIP_ROLL,RS-LLEG,HN01_L_LEG_POWER,3,2,2 OF 3,CROSS-L_HIP_PITCH-AT-L_HIP_ROLL-PWR,7.200,"(62.500,0.000,390.000)","(0,1,0)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_HIP_PITCH-AT-L_HIP_PITCH,PAIR-L_HIP_PITCH,L_HIP_PITCH,L_HIP_PITCH,RS-LLEG,HN01_L_LEG_POWER,3,3,3 OF 3,LOOP-L_HIP_PITCH-PWR,4.000,"(62.500,0.000,370.000)","(1,0,0)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_KNEE_PITCH-AT-L_HIP_YAW,PAIR-L_KNEE_PITCH,L_KNEE_PITCH,L_HIP_YAW,RS-LLEG,HN01_L_LEG_POWER,4,1,1 OF 4,CROSS-L_KNEE_PITCH-AT-L_HIP_YAW-PWR,13.600,"(62.500,0.000,410.000)","(0,0,1)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_KNEE_PITCH-AT-L_HIP_ROLL,PAIR-L_KNEE_PITCH,L_KNEE_PITCH,L_HIP_ROLL,RS-LLEG,HN01_L_LEG_POWER,4,2,2 OF 4,CROSS-L_KNEE_PITCH-AT-L_HIP_ROLL-PWR,10.400,"(62.500,0.000,390.000)","(0,1,0)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_KNEE_PITCH-AT-L_HIP_PITCH,PAIR-L_KNEE_PITCH,L_KNEE_PITCH,L_HIP_PITCH,RS-LLEG,HN01_L_LEG_POWER,4,3,3 OF 4,CROSS-L_KNEE_PITCH-AT-L_HIP_PITCH-PWR,7.200,"(62.500,0.000,370.000)","(1,0,0)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
XING-L_KNEE_PITCH-AT-L_KNEE_PITCH,PAIR-L_KNEE_PITCH,L_KNEE_PITCH,L_KNEE_PITCH,RS-LLEG,HN01_L_LEG_POWER,4,4,4 OF 4,LOOP-L_KNEE_PITCH-PWR,4.000,"(62.500,0.000,210.000)","(1,0,0)",28.000,UNSPLICED DIRECT PAIR CROSSES EVERY UPSTREAM JOINT FROM BUS ROOT THROUGH TARGET AXIS,"CENTERLINE/LANE CANDIDATE; FULL-POSE SWEEP, CUT LENGTH, CLAMPING AND FLEX PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
