zone_id,exact_occ_volume_mm3,tet10_q8_integrated_volume_mm3,relative_error,credit,warning
C07-MATRIX,81022.70067694575,81020.3453280343,2.9070234536463968e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-FUSED,253.10657525325172,253.1065807107988,2.1562249302029636e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PF,398.5015926535899,398.5015872124509,1.3653995678048099e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-LIGAMENT,276.0674544342032,276.0674802760099,9.360685685369468e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-SINGULAR-RIM-BACK,15.665101153891095,15.665010347744214,5.796716279638903e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-SINGULAR-RIM-FRONT,23.931415159004594,23.93086857692346,2.2839521921442523e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-LIGAMENT,276.0674544342032,276.06748027612684,9.360728039841434e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-BACK,15.665101153891094,15.665007580300147,5.973379298838264e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-FRONT,23.931415159004537,23.930868576921352,2.2839522007100522e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-LIGAMENT,316.782495224727,316.7825813531035,2.718848984712428e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-BACK,8.75637807312863,8.756294111204339,9.588659099707827e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-FRONT,8.756378073128596,8.75630065054862,8.841849829800538e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-LIGAMENT,316.782495224727,316.7825813531035,2.718848984712428e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-SINGULAR-RIM-BACK,8.75637807312863,8.756294111008518,9.588681462863836e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-SINGULAR-RIM-FRONT,8.756378073128595,8.75630771552234,8.035012383802507e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-LIGAMENT,316.782495224727,316.7825813531035,2.718848984712428e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-SINGULAR-RIM-BACK,8.75637807312863,8.756294111008518,9.588681462863836e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-SINGULAR-RIM-FRONT,8.756378073128595,8.756300498869987,8.859171904184954e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-LIGAMENT,316.782495224727,316.7825813531035,2.718848984712428e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-SINGULAR-RIM-BACK,8.75637807312863,8.756294111008518,9.588681462863836e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-SINGULAR-RIM-FRONT,8.756378073128595,8.756311257367344,7.630524937695009e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
