zone_id,family,tetrahedra,minimum_sicn,fraction_below_0p20,monitored_min_0p20_gate,warning
C07-MATRIX,C07-MATRIX,737846,0.11686634804586434,8.131778175933731e-06,FAIL,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-FUSED,C07-PE,137391,0.3118217726126034,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PF,C07-PF,200685,0.4876425869294434,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-LIGAMENT,HOLE-LIGAMENT,15468,0.3630524669547875,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-SINGULAR-RIM-BACK,HOLE-SINGULAR-RIM,5362,0.2878720961980185,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-SINGULAR-RIM-FRONT,HOLE-SINGULAR-RIM,4826,0.27996391267063586,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-LIGAMENT,HOLE-LIGAMENT,15521,0.422165572854581,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-BACK,HOLE-SINGULAR-RIM,5367,0.2725261445869523,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-FRONT,HOLE-SINGULAR-RIM,4818,0.25970636840693556,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-LIGAMENT,HOLE-LIGAMENT,22714,0.3441390299737047,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-BACK,HOLE-SINGULAR-RIM,3388,0.3067441121409645,0.0,PASS,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
