quadrature_order,zone_id,volume_tag_diagnostic_only,quadrature_samples,wrong_or_zero_count,normalized_floor_fail_count,minimum_determinant,minimum_normalized_determinant,normalized_floor,actual_gmsh_tet10_quadrature_gate,full_reference_domain_positivity,warning
4,C07-PF,1,2207535,0,0,0.0016206217430621136,0.032950375627285186,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H1-LIGAMENT,2,249854,0,0,0.012590866504314503,0.026501427066057386,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H2-LIGAMENT,3,249964,0,0,0.011100816509132673,0.02596196870015035,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H3-LIGAMENT,4,248941,0,0,0.01199648105887188,0.026199358743101774,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H4-LIGAMENT,5,250701,0,0,0.011369063832158157,0.025299994935695652,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,E1-LIGAMENT,6,170148,0,0,0.010807970142504227,0.02368242525059469,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,E2-LIGAMENT,7,170731,0,0,0.01395389252212809,0.026384155387192246,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,C07-MATRIX,8,8116306,1,1,-0.0009819892830506165,-0.008998363958438236,1e-10,FAIL,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H2-SINGULAR-RIM-BACK,9,37477,0,0,0.0024017804946159355,0.02086223980707427,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H1-SINGULAR-RIM-BACK,10,37268,0,0,0.002714102276821,0.02017153108538529,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED RAIL-TRANSITION JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
