part,zone_group,source_edge_ordinal,point_kind,parameter,point_x_mm,point_y_mm,point_z_mm,exact_occ_distance_mm,nearest_edge_ordinal,equal_minimum_edge_count_at_1e_7_mm,membership_at_zone_radius,credit,warning
C06,C06-RR-PROFILE,1,EXACT_EDGE_PARAMETER,0.25,36.863703305156264,9.525,20.96472381958989,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-PROFILE,1,EXACT_EDGE_PARAMETER,0.5,36.46410161513772,9.525,19.999999999999947,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-PROFILE,1,EXACT_EDGE_PARAMETER,0.75,35.82842712474613,9.525,19.171572875253744,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-PROFILE,1,DETERMINISTIC_OFF_EDGE_POINT,0.5,36.60110161513772,9.736,20.172999999999945,0.2144036725442638,1,1,IN,EXACT DISTANCE OFFSET METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-PROFILE,N/A,DETERMINISTIC_REMOTE_POINT,N/A,0.0,-15.0,0.0,46.58385078472936,1,1,OUT,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,1,EXACT_EDGE_PARAMETER,0.25,33.0,10.759633135269821,19.847759065022572,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,1,EXACT_EDGE_PARAMETER,0.5,33.0,10.110786437626906,19.414213562373096,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,1,EXACT_EDGE_PARAMETER,0.75,33.0,9.677240934977426,18.76536686473018,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,2,EXACT_EDGE_PARAMETER,0.25,35.15224093497743,10.759633135269821,22.0,0.0,2,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,2,EXACT_EDGE_PARAMETER,0.5,35.58578643762691,10.110786437626905,22.0,1.7763568394002505e-15,2,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,2,EXACT_EDGE_PARAMETER,0.75,36.23463313526982,9.677240934977426,22.0,1.7763568394002505e-15,2,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,3,EXACT_EDGE_PARAMETER,0.25,34.84775906502257,11.525,21.23463313526982,0.0,3,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,3,EXACT_EDGE_PARAMETER,0.5,34.41421356237309,11.525,20.585786437626904,0.0,3,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,3,EXACT_EDGE_PARAMETER,0.75,33.76536686473018,11.525,20.152240934977428,0.0,3,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,4,EXACT_EDGE_PARAMETER,0.25,34.53073372946027,9.525,18.304481869954817,0.0,4,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,4,EXACT_EDGE_PARAMETER,0.5,34.03527618041002,9.525,18.13629669484371,0.0,4,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,4,EXACT_EDGE_PARAMETER,0.75,33.522104768880176,9.525,18.034220554504756,0.0,4,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,1,DETERMINISTIC_OFF_EDGE_POINT,0.5,33.137,10.321786437626907,19.587213562373094,0.13724966393567264,1,1,IN,EXACT DISTANCE OFFSET METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,1,SHARED_ENDPOINT_TIE,ENDPOINT,33.0,11.525,20.0,0.0,1,2,IN,EXACT DISTANCE TIE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C06,C06-RR-STEP,N/A,DETERMINISTIC_REMOTE_POINT,N/A,0.0,-15.0,0.0,44.882910166342825,1,2,OUT,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,1,EXACT_EDGE_PARAMETER,0.25,39.034633135269814,8.005,-19.04775906502257,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,1,EXACT_EDGE_PARAMETER,0.5,38.385786437626905,8.005,-18.614213562373095,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,1,EXACT_EDGE_PARAMETER,0.75,37.952240934977425,8.005,-17.96536686473018,0.0,1,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,2,EXACT_EDGE_PARAMETER,0.25,37.8,8.005,-8.1,0.0,2,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,2,EXACT_EDGE_PARAMETER,0.5,37.8,8.005,1.0,0.0,2,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,2,EXACT_EDGE_PARAMETER,0.75,37.8,8.005,10.099999999999998,0.0,2,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,3,EXACT_EDGE_PARAMETER,0.25,37.952240934977425,8.005,19.96536686473018,0.0,3,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,3,EXACT_EDGE_PARAMETER,0.5,38.385786437626905,8.005,20.614213562373095,0.0,3,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,3,EXACT_EDGE_PARAMETER,0.75,39.034633135269814,8.005,21.04775906502257,0.0,3,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,4,EXACT_EDGE_PARAMETER,0.25,41.9,8.005,21.2,0.0,4,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,4,EXACT_EDGE_PARAMETER,0.5,44.0,8.005,21.2,0.0,4,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,4,EXACT_EDGE_PARAMETER,0.75,46.1,8.005,21.2,0.0,4,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,5,EXACT_EDGE_PARAMETER,0.25,48.965366864730186,8.005,21.04775906502257,0.0,5,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
