file,sha256,bytes,warning
README.md,9b1e0fbf57d3057f14eaab9b9aadcfe8923ce13c6f0b6b6dcc766c7ef0a6bb3f,841,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
axis-successor-results.csv,edc074c7084709793feaa6d5e32f975a0b61da700fbc15070851367777a84834,19875,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
dynamics-successor-source.py,84ec5107d23cf0e9efa468d97f77c5b3f70eca0db76bc8c7e8e275d39a655e14,33258,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
dynamics-successor-status.json,7d674facf44a86fe041590f91f043f8ff98a516cb9d486c03d749e56c4bc913d,772,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
hip4-transmission-scenario.csv,0e1522185b4700e92522b3e787c18389a1dd725b6cbff53c6db8915bfc315315,1807,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
hr30_tether_hip4_inverse_feedforward.xml,bd2189ec60b693842f3a1ab1e46e750cf84dc2956177ddbc911fa8725ac9d981,22437,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
index.html,f023d4d9edb6afb0bca2f0a3bd230d0e40e67d77fcc82cb29b20968d4e66404e,4228,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
open-holds.csv,ef182324c361daaeeab64eb3ec1cb3f99380a878124aa7a2284a11db14bae265,2468,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
runtime-provenance.json,5ca41d0c02e50bb2b768a9a83fc303526bc368f410c8a29333e65491b4827ff9,824,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
sequence-successor-summary.csv,ced8da6b01bf93ac666bab5c7fffe15f7098354f1dc2811f1379a3ad8768b00a,1246,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
source-binding.csv,17a4d036cde0bb959bffb31b34d3c52f11f6ed9b660f8d689f5c0db8c69bdd1c,2726,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
successor-samples.csv,20a0eeedb108b859c4b59c5b255f2c287061a49cd35ed0ea6ebdb773e8a73e33,328902,"PRELIMINARY - NUMERICAL HIP-REDUCTION SUCCESSOR ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
