file,sha256
01_source_and_protection.kicad_sch,44FE1333ED1F6393D10B83CC252131CD61A12B250A1EA0FF789E0B26271AF917
02_sensor_and_signal.kicad_sch,4C5C21145AA92FEEF483705334476244966F7851E589D78276296575278C9B8C
bom.csv,2A6917DAFCC19F8D54401B1F5C8B05DDF0D67C4F198C52A84D2ED00A87628700
connector-schedule.csv,07EDDCF29D5A542C0D8FF72E838314A6962180C4500AAC92CB944FDAE60CA211
hr-v0-q4x-box-p0.1.kicad_pro,F55DB6420B3D2B6272DCF290FFB90E96C8602B0C9DC06A05F2D9910B0155EC41
hr-v0-q4x-box-p0.1.kicad_sch,C2BB901E7DB2B088E17439FA7615BDDFD084C428586792304DD212127E361A3E
hr-v0-q4x-box-p0.1.kicad_sym,48F6A3F6BBB4174BD28800E2EC38743C58809AA80443C94EAF84F81006986F40
net-schedule.csv,3E8109CBD6D5137ECC3E3613ADAA7D59AB2FBFB0865584C76DB6E6651A43DFC9
output/01_source_and_protection.svg,E475CF1C4BA9B22321F2B2946B7B09D387A6914559C7A7CC0D438E9BEBD20F2F
output/02_sensor_and_signal.svg,D3D5946201F71157B998A0CFFC9A0FDE4F708516C4273D416B6D172B8C0AA3AF
output/hr-v0-q4x-box-p0.1.svg,CEF15D7344FCC185B6C17E864AE97D8088547F8B5A2A894ADDFE5FF4A0945F9E
sym-lib-table,8DCD71415E72DAEEFB6259888AA0310F66DD28DF582EE9E3654E626169A02DF2
validation/hr-v0-q4x-box-p0.1-erc.rpt,E024B8204629F3A8314EE4C89BFFB541394E6420ED02A8F6A43DE06B17625BCB
validation/hr-v0-q4x-box-p0.1.net,1B8E582E69EC08845453B80D6BD8F6538422594BE4D44935850953926B9B5659
validation/kicad-cli.log,99004C37B44442DCCE910A8CB9254E6D7118BAEC5F320A7ACF2919010A5AA77E
wire-number-table.csv,FF5AC01ED9C1758E4323C58FA0CC5199E484E88FEEF29DDC763F8147CC4D72B6
