element_tag,exact_zone_id,r291_sicn,r293_sicn,delta_sicn,change_class,centroid_x_mm,centroid_y_mm,centroid_z_mm,warning
331449,C07-MATRIX,0.27948524685218284,0.17543492455405,-0.10405032229813285,WORSENED,38.63803327816882,7.134462758766518,21.970486314204102,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
346043,C07-MATRIX,0.2606421794170266,0.1837336901963523,-0.07690848922067431,WORSENED,38.44420721403675,7.704375434039686,21.953948136638566,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
741163,C07-MATRIX,0.30216026562277776,0.19797475794486732,-0.10418550767791043,WORSENED,38.580879857126476,7.080174412059863,21.945731030808908,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
772695,C07-MATRIX,0.31467336272872054,0.19877266584652334,-0.1159006968821972,WORSENED,49.56573517244177,7.359990857314763,-19.953722457720758,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
772807,C07-MATRIX,0.3182253751722055,0.19752047781748497,-0.12070489735472054,WORSENED,38.59487063794246,7.2158913463843515,21.952317080139238,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
790437,C07-PE-SOUTH-STRAIGHT,0.11870919787461266,0.11870919787461266,0.0,UNCHANGED,47.94404753948996,7.977145278044109,-19.17752974295837,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
792563,C07-PE-SOUTH-STRAIGHT,0.09650748587117489,0.09650748587117489,0.0,UNCHANGED,48.06547410784369,7.972943132030654,-19.205063409528872,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
792841,C07-PE-SOUTH-STRAIGHT,0.11197173063317771,0.11197173063317771,0.0,UNCHANGED,40.040690071725656,7.9701837649417,-19.182668055337608,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
793299,C07-PE-SOUTH-STRAIGHT,0.18009241914096763,0.18009241914096763,0.0,UNCHANGED,48.001653050095335,7.945088410074762,-19.193892842569344,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
793631,C07-PE-SOUTH-STRAIGHT,0.09674479219647776,0.09674479219647776,0.0,UNCHANGED,39.945340869911405,7.9701837649417,-19.191843718417168,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
