file,sha256,bytes,warning
README.md,a0a9e9b0c7163c272e11dcabd09dd278bf49003b6e48c382e7a55dbec2a6a284,738,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
axis-demand-summary.csv,c613d361f95fe979c0ca9fde816ec43c52e39bf7db03d12393f1977cbb43b584,24182,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
index.html,791feba6eac5bcb60758e533153acb14f35e4ddfdf0f44e7f1d266e09863dee1,9912,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
inverse-dynamics-samples.csv,16e01850c355dd4bc1591003d5047543137da31df4a990fbd21b07e2543c73e7,9846681,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
open-holds.csv,bfcd1c2041b08c51ffccd7f24fbc41f5ab548f5505aad6dd75d197ae3117a625,2290,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
runtime-provenance.json,253081ccb176004b6af3af593e7b6c8778a53f8315bf3604650452fc4447852e,995,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
sequence-demand-summary.csv,87a8afe1cce6f78eadcfdc761866393c20c1db3c6f50c1e81a670820e80d1d71,813,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
source-binding.csv,18e31dc63c3b63ed07e66f40c13919ed5680cf7824716b9e8a1a995d59ab432e,1782,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
torque-demand-source.py,7787c8f09fc66b51e2d8bf534c098cc6f6b72422cd10ba287b455345ed9be37c,28659,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
torque-demand-status.json,bbaeb37e3fc4585a2e7a1319ce81feb652814cc800bac41d63dd9936972e903f,1058,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
whole-body-axis-demand.csv,8f00c8b780bf814d03c39be7e32179148e8ac8848c657734c1008a7f1ca04f1e,12419,"PRELIMINARY - INVERSE-DYNAMICS DESIGN EVIDENCE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
