source_id,path,sha256,role,warning
R259-SRC-01,electrical/kicad/hr-v0-runtime-observation-carrier-p0.5/hr-v0-runtime-observation-carrier-p0.5.kicad_pro,5c5bbc03c3ed38bbfc66c92be6d4d36c4d8e912defaa446abbe13526ffb6087e,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-02,electrical/kicad/hr-v0-runtime-observation-carrier-p0.5/bom.csv,52478b76a100162ad395cb9b0a6022011d86577fad11981344545f9ff9e3cb42,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-03,electrical/kicad/hr-v0-runtime-observation-carrier-p0.5/validation/pcb-summary.json,601a65e44ab709ae9fd123a9fe2d0d2e751b6deadc8d7912b51b004a4e30645b,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-04,electrical/kicad/hr-v0-runtime-observation-carrier-p0.5/selection-holds.csv,7ba1cff36a08b7529f1f38063fed20d00e917af610be85da247b975110690a09,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-05,electrical/kicad/hr-v0-pi-observation-carrier-p0.1/hr-v0-pi-observation-carrier-p0.1.kicad_pro,3757165c9498af7234539faf741fba57079b53d9947a1c72b52c9a848bd7daf4,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-06,electrical/kicad/hr-v0-pi-observation-carrier-p0.1/bom.csv,ed3f8013799df192d526b978028d8a4aa3d24243e6e9ba82bf4b4e013fdf5f32,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-07,electrical/kicad/hr-v0-pi-observation-carrier-p0.1/validation/validation-summary.json,8e2b195e845aa24afc02d4535ce60406934fc258cc4d9608fc2a63edd0ed2c34,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-08,electrical/kicad/hr-v0-pi-observation-carrier-p0.1/selection-holds.csv,d4b08b53cca56a3f4a69368cc69e8dddcb56fa797c6e98ba6b3145c7b21ad3d4,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-09,electrical/harness/hr-v0-observation-field-harness-p0.1/package-status.json,7d68f0f0a8251e9c2d4de3f248e409e619d0a9c8a290b56010e0a7204290d4a5,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-10,electrical/harness/hr-v0-observation-field-harness-p0.1/harness-bom.csv,d1bc9a6aa677ba9a48a91c18054395b0ede1f1912d4ec9cdc872c347f0a0f133,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-11,electrical/harness/hr-v0-observation-compute-harness-p0.1/package-status.json,1801f04fff619c8a2b59cf395221092fdd1ed83ae147566a0ea28650db5637d6,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-12,electrical/harness/hr-v0-observation-compute-harness-p0.1/harness-bom.csv,95ea05de3c3d38e8d5e85c7bcd83c367179bc3748727182c69c90c69aa6b0d97,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-13,bom/bom.csv,a579bc443a7cc0e2fb2f5a8827a452e3ea59cb8cfee4550ad6ef30aa6dca2fa4,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-14,bom/hr-v0-bom-closure.csv,ad2dbb255e6ffd1bd97b7acafffba0d69e8971ba2e3a71186bb3ca7d467e14a2,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R259-SRC-15,release/hr-v0/release-candidate.json,ff1007b86413f66936f72846d7a4782c8a66e5a30d2f679d6bc16a64f896d2ab,controlled observation BOM source,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
