screen_id,item,demand,capacity_or_limit,ratio,result
ADP-LC-01,proof-screen moment,15.0525 N m,3.0 x R57 2.25 gravity screen,1.0000 applied,PROJECT PROOF LOAD CANDIDATE; QUALIFIED ACCEPTANCE OPEN
ADP-LC-02,M5 thread-root shear,752.63 N per screw,2638.9 N from 4.0 mm project root and 0.30 x 700 MPa,3.51,ANALYTICAL SCREEN PASS; NOT AN ALLOWABLE
ADP-LC-03,M2.5 thread-root shear,470.39 N per screw,659.7 N from 2.0 mm project root and 0.30 x 700 MPa,1.40,ANALYTICAL SCREEN PASS; NOT AN ALLOWABLE
ADP-LC-04,adapter punching shear below M5 countersink,7.1406 MPa,120.0 MPa project screen from required 240 MPa MTR yield,16.81,ANALYTICAL SCREEN PASS; MTR/FAI/PROOF OPEN
ADP-LC-05,average annular pressure under M5 head,16.3319 MPa,240.0 MPa required MTR yield,14.70,ANALYTICAL SCREEN PASS; CONICAL CONTACT/PROOF OPEN
ADP-LC-06,M2.5 hole bearing,20.9063 MPa,240.0 MPa required MTR yield,11.48,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-07,M2.5 edge tear-out average shear,3.9297 MPa,120.0 MPa project screen from required 240 MPa MTR yield,30.54,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-08,adapter net-section average stress,2.4538 MPa,240.0 MPa required MTR yield,97.81,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-09,20-2040 M5 internal-thread shear,752.63 N,6856.9 N R56 conservative inferred capacity,9.11,ANALYTICAL SCREEN PASS; RECEIVED THREAD/PROOF OPEN
ADP-LC-10,20-2040 strong-axis bending,6.6373 MPa,172.37 MPa published profile yield,25.97,ANALYTICAL SCREEN PASS; JOINT/DEFLECTION/FATIGUE OPEN
