relative_path,sha256,bytes,warning
acceptance-matrix.csv,dfc03893717b0c3affbf1ebc81e6a3169434e057a96896e4ffd045284266a7be,2778,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
degree-of-freedom-intent.csv,68c202273ee923a863a1af0eae188f530bbef4375f506b68aa83c80a2b8c9415,5069,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
drawing-binding.csv,00725933cd758ca07ca2688e31b301ca4f0b90e211e6ee6fb52b64c4938d8146,1894,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
exact-feature-family-register.csv,79b66287938afbe341633c2f1ca2f7f0b001c916ad3686a92a93056ed83741be,6052,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
feature-control-decision.csv,2c34773f4f121955a9b947e713d00fcf7e4f9de889eafb74c0a4391fbbe9f567,6122,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
functional-datum-strategy.csv,2e7165cea295d2d0dfffe1e375740e15e76de68207e842101dc38477889fb0a6,3327,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
open-holds.csv,c4ddf56601e3ad5f86bc738f195c9d77a48c77259e624b5fc2c715f601640dc1,3120,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
package-status.json,b4a6b952087d3e0c082c6d3557018b5628ce2f1319a0b85f1eef7092b8b6af29,1022,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
qualified-review-checklist.csv,e11ba8205d7469dd7963a20200d5f42b05c5743fb70bbe62886274962f33ca2c,2839,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
README.md,6a457e80d9b85060ba3d9ea6d1ef86fff5df9159a8735b3b8f0d340538d8b22e,409,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
source-register.csv,fddbe54bac719462efb29912161f80d5dfaa2d44469316f5c7cfa9f0c8c05b23,2021,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
tolerance-zone-comparison.csv,0a5ce04d34d37d498ba3075c38246c57329a7b5fe079028342435be88ecd405f,724,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
