file,sha256
01_external_sources.kicad_sch,10A3C01F6146F42BE6E52FF34E9EBD340BB6EBBFA007BE8A944B141322CE31EA
02_estop_eligibility.kicad_sch,69695288BD82EED0F6FE692BA4516FFEC9F63DFE1FEC3DE24E8FF49D974AA106
03_arm_watchdog_eligibility.kicad_sch,B234983EAC0A4065AED63E43D15B11F2A53E798C2A1475E68805BDBD9A2A11CD
04_contactor_edm.kicad_sch,B1E61C95D6FEE40D9EF8CB9B07079B13CCA71503CFCFD1464B7AC16F25A1FF18
05_actuator_interruption.kicad_sch,78F573544E90F0645E7E263D9B1C19D6CAAAF1C86F79DCA5C1B77346420A8C8C
06_branches_and_limiters.kicad_sch,27DDEFAAF423AF3D6750E067F0EE9C79378D9D631AC9A58AE8EFB7F8F3A8504B
07_watchdog_control.kicad_sch,F911456A842071B0076FB55192AD72ECD3EA7F4ECEA1024DA1A4F2D7914432E0
08_watchdog_feedback_interface.kicad_sch,CD79943E64D3E94F038308DF1AD88DF872554DCE0CC68EA955E82CACE2310F33
09_compute_and_control_terminals.kicad_sch,31D3D80869394B3F4B6674DFFB68A3E9EBBCD53E30C33147D8412D05C7A8E6B9
10_actuator_interfaces.kicad_sch,051653B64A9C47BF44971939652EC076D71DF81B3A722D73D980A2F6DA63BB67
11_watchdog_pcb_connectors.kicad_sch,8E6BAB67C5ACEF760DA2CF6AA8FCAA4736845102FA2D92FA0F2127F892E65AF3
12_watchdog_pcb_test_access.kicad_sch,D62B87F31669453A99B65C4AFF92F3EFAC39299DF262B763DDB3D71E96AD474E
bom.csv,39AA6D2D27B6F8C4D36E9284BA7350E4C7493E10A23E63AA601D66490FEE1ACF
connector-schedule.csv,B0DA704ADFB07824F7D262A8F37FE15B9A783332B10A19A603CBAF801D4D047F
fp-lib-table,99AB16A51A983B9BDFB1C4B4EA83573D611F811D273FEBF4AB70C6987828C1F4
net-schedule.csv,537BBC176119307E3AF822C6B6B79ED7B0957A16D4450E56165529C05B066E3C
output/project-button-v3-p1.18-panel-topology-candidate-01 External listed sources and DC boundaries.svg,DF6FD4BDF59D633E078149C1EA1520AE1D413993159B2B76BAA6667DF4F6A8D4
output/project-button-v3-p1.18-panel-topology-candidate-02 Dual-channel E-stop and RESET eligibility.svg,5AC85A2B68619018C5E9D21A2EFE191EA88421F31E67B3A7B24178A92565A265
output/project-button-v3-p1.18-panel-topology-candidate-03 Distinct ARM and watchdog-gated SR1 supply.svg,A8573CF0E5CC8CEB7A87E7EC83DA37CECB4F16FA5A7CE177F6747A991BB973CE
"output/project-button-v3-p1.18-panel-topology-candidate-04 Contactor coils, mirror contacts and EDM.svg",1FF8E38342336E6FE49C9E317125201A782EE549483D30170AA8DF84777BC673
output/project-button-v3-p1.18-panel-topology-candidate-05 Redundant actuator-power interruption.svg,9EB8AD77E04BA04C14570C1C182193F845B8A79A38A083D0A9FFAE813D50E7EE
