cable_id,channel_id,polarity,conductor_color,panel_endpoint,panel_mating_plug,panel_termination,daq_endpoint,daq_plug,daq_termination,conductor,finished_length_mm,cut_length_mm,strip_panel_mm,strip_daq_mm,daq_terminal_torque_nm,daq_screw_flange_torque_nm,backshell,shield_disposition,assembly_state,connection_authority,warning
MH-AI-01,CH-AI-01,HI/+,WHITE,J1O.1,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-02/AI0+,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-01,CH-AI-01,LO/-,BLACK,J1O.2,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-02/AI0-,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-02,CH-AI-02,HI/+,WHITE,J2O.1,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-02/AI1+,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-02,CH-AI-02,LO/-,BLACK,J2O.2,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-02/AI1-,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-03,CH-AI-03,HI/+,WHITE,J3O.1,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-02/AI2+,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-03,CH-AI-03,LO/-,BLACK,J3O.2,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-02/AI2-,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-04,CH-AI-04,HI/+,WHITE,J4O.1,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-02/AI3+,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-04,CH-AI-04,LO/-,BLACK,J4O.2,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-02/AI3-,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-05,CH-AI-05,HI/+,WHITE,J5O.1,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-03/AI0+,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
MH-AI-05,CH-AI-05,LO/-,BLACK,J5O.2,Phoenix Contact 1757019,"Phoenix Contact 3203066 AI 0,34-8 TQ ferrule candidate",INS-03/AI0-,NI-9976 196739-01 2-position screw plug,"Phoenix Contact 3203053 AI 0,34-6 TQ ferrule candidate","Alpha Wire 5610B2201, 22 AWG stranded copper, 105 C",1000,1120,FOLLOW FERRULE/CONNECTOR QUALIFIED PROCESS; 8 mm ferrule candidate,6,0.22-0.25,0.20,NI-9971 196375-01,DRAIN CUT BACK/INSULATED AT BOTH ENDS; NO SIGNAL/RETURN/CHASSIS BOND; EMC/NOISE VALIDATION OPEN,NOT BUILT,NONE,"PRELIMINARY - UNBUILT MEASUREMENT HARNESS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
