axis_id,bus_id,destination_connector,geometric_one_way_planning_length_mm,planning_length_basis,joint_axis_xyz_mm,commanded_range,mockup_pull_string_length_mm,service_slack_mm,connector_termination_allowance_mm,final_cut_length_mm,clamp_and_strain_relief_locations,minimum_bend_radius,precut_action,route_measurement_state,execution_state,authority,warning
WAIST_YAW,RS-WAIST,J-ACT-WAIST_YAW,74.615,straight-point geometry plus generator allowance; not routed as-built measurement,"(0.000,0.000,425.000)",speed <=15 deg/s in HR-30A,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
HEAD_PAN,TTL-HEAD,J-ACT-HEAD_PAN,74.325,straight-point geometry plus generator allowance; not routed as-built measurement,"(0.000,0.000,650.000)",SELECTION REQUIRED,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
HEAD_TILT,TTL-HEAD,J-ACT-HEAD_TILT,142.325,straight-point geometry plus generator allowance; not routed as-built measurement,"(0.000,0.000,690.000)",SELECTION REQUIRED,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_SHOULDER_PITCH,RS-LARM,J-ACT-L_SHOULDER_PITCH,114.724,straight-point geometry plus generator allowance; not routed as-built measurement,"(90.000,0.000,590.000)",SELECTION REQUIRED,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_SHOULDER_ROLL,RS-LARM,J-ACT-L_SHOULDER_ROLL,142.724,straight-point geometry plus generator allowance; not routed as-built measurement,"(90.000,0.000,590.000)",SELECTION REQUIRED,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_ELBOW_PITCH,RS-LARM,J-ACT-L_ELBOW_PITCH,320.724,straight-point geometry plus generator allowance; not routed as-built measurement,"(128.000,0.000,444.893)",SELECTION REQUIRED,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_WRIST_ROTATION,TTL-LDIST,J-ACT-L_WRIST_ROTATION,490.672,straight-point geometry plus generator allowance; not routed as-built measurement,"(133.000,0.000,299.979)",SELECTION REQUIRED,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_GRIPPER,TTL-LDIST,J-ACT-L_GRIPPER,561.672,straight-point geometry plus generator allowance; not routed as-built measurement,"(133.000,0.000,256.979)",SELECTION REQUIRED,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_HIP_YAW,RS-LLEG,J-ACT-L_HIP_YAW,145.546,straight-point geometry plus generator allowance; not routed as-built measurement,"(62.500,0.000,410.000)",+/-30 deg,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_HIP_ROLL,RS-LLEG,J-ACT-L_HIP_ROLL,193.546,straight-point geometry plus generator allowance; not routed as-built measurement,"(62.500,0.000,390.000)",+/-25 deg,MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER FULL JOINT SWEEP,SELECTION REQUIRED FROM APPROVED CRIMP/ASSEMBLY PROCESS,SELECTION REQUIRED - MEASURE ON ASSEMBLED ROBOT,SELECTION REQUIRED AFTER CAD/PHYSICAL SWEEP,SELECTION REQUIRED - APPLY RECEIVED CABLE OD AND ROUTE CONDITIONS,DO NOT CUT PRODUCTION CABLE,NOT EXECUTED,NOT EXECUTED,"NO PROCUREMENT, PRODUCTION-CUTTING, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT CABLE COUPON PLAN - NOT APPROVED FOR PROCUREMENT, PRODUCTION CUTTING, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
