axis_id,bus_id,distribution_node,corridor,trunk_part,core_pair,local_branch_part,candidate_current_cap_a,published_stall_endpoint_a,stall_is_normal_demand,one_way_planning_length_mm,round_trip_planning_length_mm,nominal_cable_only_loop_r20_ohm,nominal_cable_only_loop_r80_ohm,cap_drop_20c_v,cap_drop_80c_v,cap_loss_80c_w,calculation_boundary,branch_protection,state,authority,warning
WAIST_YAW,RS-WAIST,DP-WAIST,HN01_TORSO_POWER_SPINE,861802,PAIR 1: core/cavity 1 BLACK=RETURN; core/cavity 2 RED=VDD,Alpha Wire 861802,2.499010,4.400,NO,74.615,149.231,0.00337826,0.00417485,0.00844231,0.01043300,0.02607218,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
HEAD_PAN,TTL-HEAD,DP-HEAD,HN01_HEAD_POWER_BRANCH,861804,PAIR 1: core/cavity 1 BLACK=RETURN; core/cavity 2 RED=VDD,Alpha Wire 861802,0.700000,0.880,NO,74.325,148.650,0.00336511,0.00415860,0.00235558,0.00291102,0.00203771,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
HEAD_TILT,TTL-HEAD,DP-HEAD,HN01_HEAD_POWER_BRANCH,861804,PAIR 2: core/cavity 3 WHITE=RETURN; core/cavity 4 GREEN=VDD,Alpha Wire 861802,0.700000,0.880,NO,142.325,284.650,0.00644385,0.00796331,0.00451069,0.00557432,0.00390202,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_SHOULDER_PITCH,RS-LARM,DP-LARM,HN01_L_ARM_POWER,861812,PAIR 1: core/cavity 1 BLACK=RETURN; core/cavity 2 RED=VDD,Alpha Wire 861802,1.998670,2.300,NO,114.724,229.447,0.00526945,0.00651199,0.01053190,0.01301532,0.02601332,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_SHOULDER_ROLL,RS-LARM,DP-LARM,HN01_L_ARM_POWER,861812,PAIR 2: core/cavity 3 WHITE=RETURN; core/cavity 4 GREEN=VDD,Alpha Wire 861802,1.998670,2.300,NO,142.724,285.447,0.00655554,0.00810134,0.01310236,0.01619190,0.03236227,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_ELBOW_PITCH,RS-LARM,DP-LARM,HN01_L_ARM_POWER,861812,PAIR 3: core/cavity 5 ORANGE=RETURN; core/cavity 6 BLUE=VDD,Alpha Wire 861802,1.998670,2.300,NO,320.724,641.447,0.01473139,0.01820506,0.02944320,0.03638590,0.07272341,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_WRIST_ROTATION,TTL-LDIST,DP-LARM,HN01_L_ARM_POWER,861812,PAIR 4: core/cavity 7 BROWN=RETURN; core/cavity 8 YELLOW=VDD,Alpha Wire 861802,0.700000,0.880,NO,490.672,981.344,0.02253743,0.02785175,0.01577620,0.01949623,0.01364736,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_GRIPPER,TTL-LDIST,DP-LARM,HN01_L_ARM_POWER,861812,PAIR 5: core/cavity 9 VIOLET=RETURN; core/cavity 10 SLATE=VDD,Alpha Wire 861802,0.700000,0.880,NO,561.672,1123.344,0.02579858,0.03188189,0.01805901,0.02231732,0.01562213,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_HIP_YAW,RS-LLEG,DP-LLEG,HN01_L_LEG_POWER,861812,PAIR 1: core/cavity 1 BLACK=RETURN; core/cavity 2 RED=VDD,Alpha Wire 861802,2.499010,4.900,NO,145.546,291.091,0.00668516,0.00826152,0.01670628,0.02064563,0.05159362,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_HIP_ROLL,RS-LLEG,DP-LLEG,HN01_L_LEG_POWER,861812,PAIR 2: core/cavity 3 WHITE=RETURN; core/cavity 4 GREEN=VDD,Alpha Wire 861802,2.499010,4.900,NO,193.546,387.091,0.00888989,0.01098612,0.02221591,0.02745442,0.06860888,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
