file,sha256
01_boundaries.kicad_sch,9F0953949554594079B01BCA5A3E083CAC8CB4EA69E562C0B6C165BA3324CED4
02_sr1_sra1_inputs.kicad_sch,128B3433C794BF1064766996A7A2CB3424D01C6F40F603B84E5470516A6BC6D8
03_k1_k2_inputs.kicad_sch,D1F51A4284552FDECFF130E6B6CBA12BBAA7E4351615891490933599BB71B839
04_compute_outputs.kicad_sch,9AE0DA5758031C896EA2BCF27CD68263593CF5D98A36BE235D504E267811BA4B
bom.csv,EE67D17928029DEEE8B7D9A7ACD1A2CA6E2E79FEE46A2FD92AED40766AED616A
connector-schedule.csv,A0354260374701B6382B01E15028927A7C1A11124A4EC5DA885B112ABB8E23E7
fp-lib-table,3D61E9E5E6956250B4F97E3362CC8E313A21F36B1666B1E926DAF267E3F8AC87
hr-v0-runtime-observation-carrier-p0.4.kicad_pcb,DE6C384C4820D172A3CC8A206E2447390A6261C23EABC7AB855BFC27F6F97D44
hr-v0-runtime-observation-carrier-p0.4.kicad_pro,F6D5D3E7F15B1D2283625270F3457990BB0A48A87D347245E2045185082825D3
hr-v0-runtime-observation-carrier-p0.4.kicad_sch,C7C4FE5958CA3C6AE09BF07B5A7D0795D9CA69FB9D64E01BC241F26B49D66B6F
hr-v0-runtime-observation-carrier-p0.4.kicad_sym,1D718BAC250B1FB8364DAFBF1CB55FD086C84C737794902C55E39518F849C183
load-budget.csv,B8703390F9F1A77F976A9BC4D4DB3F883CC065248E038C00F2A68052081EB9D9
net-schedule.csv,7C3B3AC470156696652C616E38AA25AE64E73E1044EE0217F406850F432D260F
output/hr-v0-runtime-observation-carrier-p0.4.svg,567189CB0EE6575E880D8A997411724FDFD88C9DF8D103F3387E4151A83978D6
output/runtime-observation-1.svg,45A7F56528B2511DA39E1CCC0A8BE53903A698FB4F2ED0FAC539DF47A02E7B46
output/runtime-observation-2.svg,2CA02875E72334522BA794EFFA647B5729335F16E3B26AB9F7F0DD9A93AA5C29
output/runtime-observation-3.svg,1FDF80800B5C67E3A8A1476CD9CCB3B7A54E069FE05A2F2233F0F6370E037D40
output/runtime-observation-4.svg,E41B0BBBE6001C41B4F590E2E7D2DF5896E0A9C18BFAC39BB05149EEB61264BD
output/runtime-observation-carrier-top.svg,E5D44719EEF86D414E9B7F5AA55535881BC252651E40CE4955D81534FC2EC5F5
PB_RUNTIME_OBS_P04.pretty/Murata_GRM21_Reflow_Nominal.kicad_mod,93426B8EBBA813B80D88CED575E45CB5F2BAE80A89987628444D2D27777B72ED
PB_RUNTIME_OBS_P04.pretty/Panasonic_ERJ6_Reflow_Nominal.kicad_mod,E22C60095A69FCCCF351683B5888A454FACCA314A10F2E7F519644D5CF7A5F86
PB_RUNTIME_OBS_P04.pretty/Phoenix_MKDS_1_6_3P5_1751280.kicad_mod,94D27BC7D70C3062BB89E89B760F9FEF4F2B01A58AC995565C47606A1018C1C1
PB_RUNTIME_OBS_P04.pretty/TDK_CGA3_Reflow_Nominal.kicad_mod,89B4F1697C67208CADE65F2E4C40F4AAD4B990F192853B3D50457EF006BA9F3D
PB_RUNTIME_OBS_P04.pretty/TI_DBQ0016A_Example_Land.kicad_mod,5D129D12611927F26A0B2E19974CB501ADE32A0B73F73F54C6F4309B7C8BABE6
PB_RUNTIME_OBS_P04.pretty/TI_DBV0005A_SOT23_5.kicad_mod,B403527EC943ED009FF4E7FEAD1A150BF135C392079D3EB9929CD851048DE55B
PB_RUNTIME_OBS_P04.pretty/Vishay_CRCW1210_Reflow.kicad_mod,4021A41C35EC71842A591C82DDAA8EE7A184238B30E4D998231CD1906015E977
PB_RUNTIME_OBS_P04.pretty/Vishay_MMA0204_IPC_Reflow.kicad_mod,A684C9706088FD9A02B910E3EC07288857559955A7930A5BDDE5B33340976B9B
pcb-placement.csv,60FFD8E2B691E01E3D4F4710B8A7C154C9440AB3D78F7036A9E7BAB0C4A6D617
selection-holds.csv,30E543421BD755D262DB5B6E75F218ED18DE7857843B72190AC5750AB004E4A5
source-register.csv,ADDCD68C8416D22BFE6C322E2BE15831B81F788E17E5B691B1502A4799E1F233
sym-lib-table,44474CD2F94E5AB4A809EB8D8C6F02F5AC134425180D33728C90E65B92A8619B
validation/hr-v0-runtime-observation-carrier-p0.4-drc.rpt,B75C48D6FBE6AE8B2FD3EAD7EDFF9CE4B4DBD126B44BA26563577A16DD45A284
validation/hr-v0-runtime-observation-carrier-p0.4-erc.rpt,9523268F8C91B01FE9E8A62B2D5D994B8305E7D458D8246F0BBBC1B437C12E5B
validation/hr-v0-runtime-observation-carrier-p0.4-stats.txt,41087CADB05F27DDB9BD4F832F45D568A98FD8FF41B0DC78CD67FC9A1242D832
validation/hr-v0-runtime-observation-carrier-p0.4.net,2480ACD7D1DA7EB9C957832A742B556A2A7331FA36CEE26F066BE0792075F731
validation/kicad-cli.log,DD55195405D8230350B393B16FCFC70F1563DA07B9CCBDF8F52273C7CB1766D4
validation/pcb-summary.json,E4D31DF7B0419676E45B43F568A0D435B78D06BFD55C35194A135A1094D608D6
