tap_board_id,axis_id,corridor,stage,joint_center_xyz_mm,joint_axis_direction,board_center_xyz_mm,board_envelope_w_h_t_mm,incoming_flat_cables,incoming_protected_pairs,local_pair_to_actuator,outgoing_protected_pairs,pass_through_rule,mount_interface,state,authority,warning
TB-WAIST_YAW,WAIST_YAW,HN01_TORSO_POWER_SPINE,1,"0.000,0.000,425.000","0.000,0.000,1.000","0.000,0.000,437.000","24.000,20.000,1.600",1,1,WAIST_YAW,0,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-HEAD_PAN,HEAD_PAN,HN01_HEAD_POWER_BRANCH,1,"0.000,0.000,650.000","0.000,0.000,1.000","0.000,0.000,662.000","24.000,20.000,1.600",1,2,HEAD_PAN,1,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-HEAD_TILT,HEAD_TILT,HN01_HEAD_POWER_BRANCH,2,"0.000,0.000,690.000","1.000,0.000,0.000","24.000,0.000,690.000","24.000,20.000,1.600",1,1,HEAD_TILT,0,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_SHOULDER_PITCH,L_SHOULDER_PITCH,HN01_L_ARM_POWER,1,"90.000,0.000,590.000","1.000,0.000,0.000","114.000,0.000,590.000","35.384,20.000,1.600",3,5,L_SHOULDER_PITCH,4,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_SHOULDER_ROLL,L_SHOULDER_ROLL,HN01_L_ARM_POWER,2,"90.000,0.000,590.000","0.000,1.000,0.000","90.000,28.000,590.000","25.756,20.000,1.600",2,4,L_SHOULDER_ROLL,3,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_ELBOW_PITCH,L_ELBOW_PITCH,HN01_L_ARM_POWER,3,"128.000,0.000,444.893","1.000,0.000,0.000","152.000,0.000,444.893","25.756,20.000,1.600",2,3,L_ELBOW_PITCH,2,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_WRIST_ROTATION,L_WRIST_ROTATION,HN01_L_ARM_POWER,4,"133.000,0.000,299.979","0.000,0.000,1.000","133.000,0.000,311.979","24.000,20.000,1.600",1,2,L_WRIST_ROTATION,1,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_GRIPPER,L_GRIPPER,HN01_L_ARM_POWER,5,"133.000,0.000,256.979","1.000,0.000,0.000","157.000,0.000,256.979","24.000,20.000,1.600",1,1,L_GRIPPER,0,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_SHOULDER_PITCH,R_SHOULDER_PITCH,HN01_R_ARM_POWER,1,"-90.000,0.000,590.000","1.000,0.000,0.000","-114.000,0.000,590.000","35.384,20.000,1.600",3,5,R_SHOULDER_PITCH,4,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_SHOULDER_ROLL,R_SHOULDER_ROLL,HN01_R_ARM_POWER,2,"-90.000,0.000,590.000","0.000,1.000,0.000","-90.000,28.000,590.000","25.756,20.000,1.600",2,4,R_SHOULDER_ROLL,3,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
