source_id,source,revision_or_date,sha256,verified_use,boundary,warning
E2GB-SRC-001,electrical/kicad/project-button-v3-p1.15-carrier-candidate/01_external_sources.kicad_sch,repository source rechecked 2026-08-11,A265061592F06E617D24D791E48B3CF4723A4B20220E1F1F5F39DF30307DB3E6,current source and intentional-no-bond topology,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-002,electrical/kicad/project-button-v3-p1.15-carrier-candidate/10_actuator_interfaces.kicad_sch,repository source rechecked 2026-08-11,BBE653C67891FDC6C1AC29A5E9BFD294F25304DED560C69AA008D367C7C38D6E,current frame and cable-shield placeholders,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-003,electrical/kicad/project-button-v3-p1.15-carrier-candidate/connector-schedule.csv,repository source rechecked 2026-08-11,E5D4A0FEE571B89966F06B1A09E88D4C5D63B98BDE4303CDF6829362008FB674,current terminal/net schedule,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-004,electrical/kicad/project-button-v3-p1.15-carrier-candidate/net-schedule.csv,repository source rechecked 2026-08-11,428754985CE15AC914BB67279F151BCD1145521AC23C8F0CFB0769EEBA6B83BD,current named-net membership,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-005,electrical/kicad/project-button-v3-p1.18-panel-topology-candidate/01_external_sources.kicad_sch,repository source rechecked 2026-08-11,10A3C01F6146F42BE6E52FF34E9EBD340BB6EBBFA007BE8A944B141322CE31EA,unaccepted source and intentional-no-bond topology,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-006,electrical/kicad/project-button-v3-p1.18-panel-topology-candidate/10_actuator_interfaces.kicad_sch,repository source rechecked 2026-08-11,051653B64A9C47BF44971939652EC076D71DF81B3A722D73D980A2F6DA63BB67,unaccepted frame and cable-shield placeholders,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-007,electrical/kicad/project-button-v3-p1.18-panel-topology-candidate/connector-schedule.csv,repository source rechecked 2026-08-11,B0DA704ADFB07824F7D262A8F37FE15B9A783332B10A19A603CBAF801D4D047F,unaccepted terminal/net schedule,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-008,electrical/kicad/project-button-v3-p1.18-panel-topology-candidate/net-schedule.csv,repository source rechecked 2026-08-11,537BBC176119307E3AF822C6B6B79ED7B0957A16D4450E56165529C05B066E3C,unaccepted named-net membership,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-009,docs/hr-v0-grounding-bonding-closure-p0.1.md,repository source rechecked 2026-08-11,C4E05CAEB8FDF3FF8DEE6D28C77F5E35D604F996302AF2B761A329CCE400E648,R118 system grounding/bonding interpretation,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2GB-SRC-010,electrical/e2/hr-v0-e2-hardware-p0.4/e2-configuration-slice.csv,repository source rechecked 2026-08-11,D7648A2B8FB00DFA583E32275AE460D3920E5E93F3B514425A533F363A47A521,current E2 hardware inclusion/exclusion rules,configuration evidence only; received/installed/qualified evidence remains open,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
