relative_path,sha256,bytes,warning
analysis-status.json,c9ec62a296ccc877bc91fe3546e6317c101f8ebbf314eed81ac3d2900b39ba55,1035,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
corner-bijection-r284_v03_refined_fixed.csv,99ac1bb03e51806eb5dae60f727522972c464919df79733ff10429e9b4083b27,2892260,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
edge-map-r284_v03_refined_fixed.csv,15484c64d7c0f1b428dec180534bf5570c3c0e0ce4910618ec7ae954c9f37ee1,14548849,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
element-corner-identity-r284_v03_refined_fixed.csv,054ee53399e9bffc415c66be6dd0d8635d6adff2fe17cc08544676f56735fc88,9181682,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
input-register.csv,8bde7b1481b3c4d0f7c1487b8b3aa2007dfd4bee1db383935a73578d562dba41,1433,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
jacobian-screen-register.csv,ddffd62aaa2bc32023d7832eb8904b2dca1c02b12a12e2fc51f63508a186acee,2067,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
occ-corner-membership-r284_v03_refined_fixed.csv,8efa97da9d51cb9c7ec72060a74f6a7ffb9b20920f7e1735bbf52f9ef9a3a459,1438,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
raw-r284_v03_refined_fixed.npz,60360bdad5a22a72243855e4b95b0b761231dc6f362775eb392d489ff88e06ab,2955922,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
README.md,9445aa0316502c4beb3b3562e11c624eb6567d98727785051538c04e4450f743,388,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
runtime-provenance.json,99abc574e4301a4c33b1d8c9349587d619a10b47239b72ab21157fcff44dbb90,2687,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
variant-register.csv,3155b7f0e199adc3f2ec006328d07c0d6c2f6e5aa7305b70fdb5a0090056b88c,3155,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
