fastener_id,axis_id,module_id,dynamic_link,joint_module_family,carrier_end,hole_index,candidate_size,candidate_form,nominal_diameter_mm,carrier_clearance_hole_diameter_mm,diametral_clearance_mm,candidate_length_under_head_mm,carrier_plate_thickness_mm,provisional_thread_engagement_mm,head_diameter_mm,head_height_mm,hole_center_xyz_mm,outward_access_direction,cad_volume_mm3,generic_steel_density_screen_kg_m3,planning_mass_kg,retention_boundary,release_state,warning
JF-HEAD_PAN-B-1,HEAD_PAN,N01,neck_pan_link,JMF-01-COMPACT,B,1,M3,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,3.000,3.400,0.400,10.000,3.000,7.000,5.500,3.000,"(-14.000000, 13.000000, 667.500000)","(0, 0, 1)",141.960718,7850.0,0.001114392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-HEAD_PAN-B-2,HEAD_PAN,N01,neck_pan_link,JMF-01-COMPACT,B,2,M3,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,3.000,3.400,0.400,10.000,3.000,7.000,5.500,3.000,"(14.000000, 13.000000, 667.500000)","(0, 0, 1)",141.960718,7850.0,0.001114392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-HEAD_PAN-B-3,HEAD_PAN,N01,neck_pan_link,JMF-01-COMPACT,B,3,M3,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,3.000,3.400,0.400,10.000,3.000,7.000,5.500,3.000,"(-14.000000, -13.000000, 667.500000)","(0, 0, 1)",141.960718,7850.0,0.001114392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-HEAD_PAN-B-4,HEAD_PAN,N01,neck_pan_link,JMF-01-COMPACT,B,4,M3,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,3.000,3.400,0.400,10.000,3.000,7.000,5.500,3.000,"(14.000000, -13.000000, 667.500000)","(0, 0, 1)",141.960718,7850.0,0.001114392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-HEAD_TILT-B-1,HEAD_TILT,N01,head,JMF-01-COMPACT,B,1,M3,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,3.000,3.400,0.400,10.000,3.000,7.000,5.500,3.000,"(17.500000, -13.000000, 676.000000)","(1, 0, 0)",141.960718,7850.0,0.001114392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-HEAD_TILT-B-2,HEAD_TILT,N01,head,JMF-01-COMPACT,B,2,M3,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,3.000,3.400,0.400,10.000,3.000,7.000,5.500,3.000,"(17.500000, -13.000000, 704.000000)","(1, 0, 0)",141.960718,7850.0,0.001114392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-HEAD_TILT-B-3,HEAD_TILT,N01,head,JMF-01-COMPACT,B,3,M3,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,3.000,3.400,0.400,10.000,3.000,7.000,5.500,3.000,"(17.500000, 13.000000, 676.000000)","(1, 0, 0)",141.960718,7850.0,0.001114392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-HEAD_TILT-B-4,HEAD_TILT,N01,head,JMF-01-COMPACT,B,4,M3,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,3.000,3.400,0.400,10.000,3.000,7.000,5.500,3.000,"(17.500000, 13.000000, 704.000000)","(1, 0, 0)",141.960718,7850.0,0.001114392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-WAIST_YAW-B-1,WAIST_YAW,P01,base_link,JMF-05-WAIST,B,1,M5,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,5.000,5.500,0.500,16.000,5.000,11.000,8.500,5.000,"(-28.000000, 41.000000, 441.500000)","(0, 0, 1)",597.884352,7850.0,0.004693392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JF-WAIST_YAW-B-2,WAIST_YAW,P01,base_link,JMF-05-WAIST,B,2,M5,METRIC SOCKET-HEAD CAP-SCREW GEOMETRY CANDIDATE,5.000,5.500,0.500,16.000,5.000,11.000,8.500,5.000,"(28.000000, 41.000000, 441.500000)","(0, 0, 1)",597.884352,7850.0,0.004693392,TAPPED COMPANION / INSERT AND LOCKING METHOD SELECTION REQUIRED; NO TORQUE OR PRELOAD CREDIT,"LOCATED P0.1 HARDWARE CANDIDATE - EXACT FASTENER, MATERIAL, THREAD, TORQUE, PRELOAD, LOCKING, ACCESS AND PROOF OPEN","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
