scope,zone_id,bin_lower_inclusive,bin_upper_inclusive_last_otherwise_exclusive,count,fraction,total_tetrahedra,minimum_sicn,fraction_below_0p20,exact_zone_volume_mm3,effective_h_mm,global_gate,monitored_zone_min_0p20_gate,warning
GLOBAL,ALL,0.0,0.1,6,6.325577472510095e-06,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.1,0.2,13,1.3705417857105205e-05,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.2,0.3,99,0.00010437202829641656,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.3,0.4,436,0.0004596586296690669,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.4,0.5,1565,0.0016499214574130497,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.5,0.6,10977,0.011572643985957217,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.6,0.7,56873,0.0599590945990111,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.7,0.8,190842,0.2011976426681286,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.8,0.9,405618,0.42762801387409993,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.9,1.0,282101,0.29740862176209504,948530,0.09448453883170707,2.00309953296153e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
