zone_id,exact_occ_volume_mm3,tet10_q8_integrated_volume_mm3,relative_error,credit,warning
C07-MATRIX,81022.70067694574,81020.41394069156,2.822340202273133e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-EAST-STRAIGHT,91.72799999999998,91.72800000002226,2.429205934222565e-13,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-NORTH-EAST-R2,8.10544381331377,8.105445853864822,2.5175068750975006e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-NORTH-STRAIGHT,18.614400000000007,18.614400000004512,2.420083883831353e-13,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-NORTH-WEST-R2,8.105443813313794,8.105446178338497,2.917822585377996e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-SOUTH-EAST-R2,8.105443813313775,8.105446023542191,2.726844411231269e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-SOUTH-STRAIGHT,18.614400000000007,18.61440000000453,2.429626801354347e-13,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-SOUTH-WEST-R2,8.10544381331374,8.105446205169008,2.9509244942076713e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-WEST-STRAIGHT,91.72799999999994,91.72800000002218,2.4245582187871915e-13,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PF,398.50159265358985,398.5015836736919,2.2534158189126055e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-LIGAMENT,276.067454434203,276.0674802760099,9.360685767731114e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-SINGULAR-RIM-BACK,15.665101153890975,15.665010347744179,5.796716274195949e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-SINGULAR-RIM-FRONT,23.931415159004374,23.930868576923373,2.2839521915801483e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-LIGAMENT,276.067454434203,276.0674802761269,9.360728142793489e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-BACK,15.665101153890973,15.665007580300117,5.973379293055124e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-FRONT,23.931415159004366,23.930868576921277,2.2839522003092426e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-LIGAMENT,316.78249522472674,316.7825813531035,2.718848991890026e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-BACK,8.756378073128584,8.756298004465158,9.144039094360857e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-FRONT,8.756378073128586,8.756298695276673,9.065146713617011e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-LIGAMENT,316.78249522472674,316.78258135310347,2.718848990095627e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-SINGULAR-RIM-BACK,8.756378073128584,8.75629800447318,9.144038178225508e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-SINGULAR-RIM-FRONT,8.756378073128584,8.75630676152543,8.143961185611702e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-LIGAMENT,316.78249522472674,316.7825813531035,2.718848991890026e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-SINGULAR-RIM-BACK,8.756378073128584,8.756292415546412,9.782307417152878e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-SINGULAR-RIM-FRONT,8.756378073128584,8.756298544706386,9.08234221201504e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-LIGAMENT,316.78249522472674,316.7825813531035,2.718848991890026e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-SINGULAR-RIM-BACK,8.756378073128584,8.75629800447318,9.144038178225508e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-SINGULAR-RIM-FRONT,8.756378073128584,8.756306567238536,8.166149228716499e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
