relative_path,sha256,bytes,warning
acceptance-matrix.csv,9334c5a20b3b8fdb578a079a50ca07973e84d7856fc8c90b9bb45a2f5a7c1121,2368,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
analysis-status.json,b005605534eb48f4648bdb5cff14519ab61797cf3352c6e64ac61af10eb67ca3,2292,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
c06-mesh-2mm.npz,0e4f2a03c8ca9ab6dca538b40676ea05c51c17c1de761c18228ac63bac78ed53,522111,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
c06-mesh-3mm.npz,942226e8d0231ce3e89e43bb14abefab016f298fe69da65ffec23af5230e09a2,216905,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
c06-mesh-4mm.npz,64660e5100368051f42001b9fced56255beb306f933e77fd0896ad3c186929be,127884,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
c06-single-endpoint-finest.vtu,0c5e8effcfa533893d56af167e841bdba897702bb2b9011fa7f20353993f9a70,1467538,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
c06-stress-slice.png,c4d29783c46c0b00479eb1719b22f9269c3c1df89ae9c2850b8b65cdb19f8454,691745,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
c06-stress-slice.svg,da60cd6672a8478259518ba4bfaee2776c69dbfe597574ca8d2d772dfa8f6d35,774110,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
finest-mesh-load-cases.csv,10e46b2e5b2dbf4441fbc24c45c1f9f8b4792d68af65d76174140f2c15167692,2368,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
index.html,980602199169060d0ae4a7ab3b3d1319e0bc3820dd893be0ad56b85eb6b7db4a,16760,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
mesh-artifact-register.csv,a7296ce4db9f4456b999671fd2b032a9f53b333f5c45b63e624f6ee4257cb0aa,947,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
mesh-convergence.csv,aaab5221716546c53002acd701d9d25e0a50b090a7e7192074c4bffbca326132,2819,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
mesh-convergence.png,909caf53d7b2425a49e6d50cf8f8f1c27792109558048753f247677ca2a4c549,79337,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
mesh-convergence.svg,e048e1ab1da17086ee4f1553658809fb6f1fde6d90b97c530e90c3407f1a2be0,46945,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
model-assumptions-and-closure.csv,f893234ee993bcbc5b14382c946e6009582608040264c941a8389e6e7eceee1a,1682,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
open-holds.csv,af5ce2f20a1c4f610e6e9e93ffe1fef354ab1da9ee1a1ca7dcb0b31a056e79bc,2683,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
README.md,f709629455f490fc4ad05c92eda076c45f976ee349aaabfc0cdb02b18977c926,339,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
source-register.csv,8bbe17013d194d18583e05b195d74296a06bcb77d8f104cac7c9eb931797952e,1317,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
