relative_path,sha256,bytes,warning
acceptance-matrix.csv,f6532170d17715db7d3411c004ec4c24e1874dc9eacc1d96ac07a5af6127b81b,3008,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
artifact-binding.csv,aaef8b53fc0b77836ab194bb0a5535ea832ae87ce267accbb0fd9750e3c06586,4645,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
clearance-verification.csv,8048398dea23e8a71912566630822a738198d04db22f616c06c65b947b73b723,528,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
combined-factor-envelope.csv,26f727a4f810ee31827e6f1ee0cab47cbea6f8ceb8e3f427b892676f9b709974,2542,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
design-change-register.csv,aea899a70235f62b6feaaaf7c6136440d3a8291bcdb9055ce84d58a5a2bd311d,1126,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
index.html,610c402b4b00299c702d5048c5dc4e730e9c031f2d8639d7fb221c187f5fc56a,27207,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
j2-positive-stop-load-screen.csv,310eb1ef1707c82c0cf2d150c0162cc82b8ee532455012163efdf2eae00026ed,1210,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
open-holds.csv,66ed6c8bf731cfb70da9634dccb1d68231a3c2e6a651a278bc2b0ce1fbc37656,3422,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
package-status.json,d76365aa27210637e29d31d99be92f2eef2a3395c65bb5400a816d1e710b1c4c,1075,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
README.md,331c18aefd5ba7d7c57541b437caecf1b562a9d8da50f3bb7305afab1b014c11,331,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
source-register.csv,bacf0bf19c64220e71f072f662dae600f2705caf629949bafe77ab9921571974,1368,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
