source_path,sha256,role,warning
electrical/kicad/project-button-v3-p1.15-carrier-candidate/project-button-v3-p1.15-carrier-candidate.kicad_pro,50162f189a6fc729abf873758269eb5cfe09868152363301af6f6d3ea0d774b4,system electrical schematic,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-dxl-star-p0.2-carrier-candidate/hr-v0-dxl-star-p0.2-carrier-candidate.kicad_pro,bc8c87a4f143c1e0c009df1dc835ffe7572dac1d3d5481bdaf397c06e59b6209,actuator star board,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-dxl-protection-carrier-p0.3/hr-v0-dxl-protection-carrier-p0.3.kicad_pro,167fe5724645cad069c482b89734a92f2dd0d7bb5efebccaeedb6ac51bf0d0e6,branch current-limiter carrier,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/dxl-protection-carrier-harness-p0.2/package-status.json,6e2fb896a00912407e29b38060efbcc285298b2589c6452caa0b608427d5f089,carrier harness,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/dxl-carrier-integration-p0.1/package-status.json,ca087fa3be3468f3eec61f240263e99f12698ac98a5624dc59e64214c7c7a127,carrier integration,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/dxl-carrier-mount-p0.2/package-status.json,c677614abde43dfb7bf4d92f42734331d0edec8408233164f4f52c861d92e7c2,carrier mounting interface,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
bom/bom.csv,90a53bc1a890f83a779e7339faa5b89acd743c6dd2805394c3f420573bafd21e,system BOM,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/release-candidate.json,b3e12176ac02273362524f48ea10d85f82ead9dd9e8e2d5ae795936b5de756a4,release metadata,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/dxl-star-manufacturing-p0.2/package-status.json,f150b49463aa2d6b4563aac9cced7dc0a70004661670f30443b993703ca16470,actuator star manufacturing review,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
docs/hr-v0-watchdog-p115-identity-correction-p0.1.md,19b0ca60d6478ebfd1f2501ecee1ecb48e0e1941d71c1603dcc88100a32fa7ab,watchdog P1.15 native identity,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/e2-hardware-p0.4/e2-hardware-summary.json,bb91996addc226807893ed46db20f64c4a7a4ae2e36b7fd2bc02497e2f97695c,control-only hardware slice,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
