relative_path,sha256,bytes,warning
actual-quadrature-jacobian-register.csv,ae93ca87d1b87a063942c0c88cf188f653f31cedec4ccad1b44d667931491f06,24506,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
analysis-status.json,5a74e841d5152b38f194f450c5db17f366f992ce59426c14028085f69cd7715f,2867,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
c07-conformal-zone-mesh.msh.gz,e16456556f402b942b74c3802f96176002d89b530c6c45f360b6fbf121ea8a63,85632368,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
execution-provenance.json,4bc29f39876892a195e08781c758a31d31eae8d59021334f2d519b8ec42a0e20,4175,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
frozen-frontal-protocol.json,62ee9d997ec68d8be16890c42d444028381db000522bd050406a1a2ca5812a80,2365,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
method-baseline-register.csv,107227e4f21942b45fcf85290a24d1a5ddc14a944d15db69ae6b4aea0c49562f,443,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
method-execution-register.csv,af9966b7d4fdb9f2fd291bf15b21bc50ae72c6ce2070746f01010c8f01bc02b8,493,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
open-holds.csv,3ce7a1a1caca6930794903965367659547364e71581eef1fc476b509871f7652,2339,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
raw-linear-mesh.npz,9f277c47a0fa0978dddd90f9d2cebc3c23dd98bef84db4bc764e3b3115d6cc97,28242675,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
raw-tet10-mesh.npz,7a92590d9d92f4c2bc8309a26b36a53f646ff0a02b7dbadbeb96a9ef28aa4313,75626833,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
README.md,f4fa7217fc1e7ff2de6a4335e9d21dd4fbaa8f65fae94d70ff503a9ca1ca0cad,682,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
sicn-histogram.csv,a124c005f0341dab69aeb2ba28778cf5fc8f925a4b8a18c045090a3d7bd9b9ed,95025,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
successor-field-resolution.csv,4c9508acd404010a32aee0e63f3130ba3ba0ad3bff05e43bfd826839832f98c7,3047,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
zone-quality-summary.csv,112023170d6a777e038a982b3be92fd9a6d11774232f8c58c1e448041ff54cdc,7327,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
zone-volume-integration.csv,5ce30e1f7e0c29e453378cfdf8c1fe4b42132c1a72717194b2fb13097930261d,8849,"PRELIMINARY - PREREGISTERED FRONTAL TETRAHEDRALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
