source_path,sha256,role,warning
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/architecture-summary.json,46a1c1b1540f01f8d5f2ce0c3da0f61326cca1179b9fd292db4d7e1d49d568cb,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/integration-status.json,eabf6b5857af0c3dae99403b3a41d5e6c7fe1abae2d65c24512d309504881616,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/controlled-custom-part-integration.csv,b440258b79555f2759c756f910f76cac4e841916b0b4e741a55969d37509dd45,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/HR-V0_arm_architecture_candidate.step,8735d93c3340449e66da1015d78394d996ffcc6c41385a201c8e6e026274a08a,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/HR-V0_arm_architecture_candidate.glb,8b80a5e7cb57f8bfe60cbb89af364877eb232a726be1e8f5094966e7e45a4e1a,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/collision-sweep.csv,0c9f3432e82e47c7b2beef451d9256c2f27c3e5e36f6c1b0c9819e28b9501ad4,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/continuous-clearance-analysis.json,044beabe6c76d0822f38f36ff1123c76dbcda75a4f57d037354835b27fbd6964,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/continuous-clearance-summary.csv,8ddce59de504bb7824bf0f0e5035666957e3e44d61a520532fb26309f4a673e4,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/continuous-clearance-cells.csv,b22fb0cc50c235ebe7ba788c53d3883b74d4d9922cf6798ed3df8115e430219c,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/j2-positive-stop-analysis.json,8bb19ed19f35676888d0c9df0b87f242b0867d49f72e3bf024dc9d843b7bd706,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/j2-positive-stop-sweep.csv,2081a49784edf3040bb8f2733a83f711b0221e144c77f5941df3d70d485f21ac,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
bom/hr-v0-mechanical-custom-part-binding-p0.2.csv,429779d55434849055a219e4a1ea0d02d19346d7b1461ca00f8692e5afe9d13e,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
tools/generate_hr_v0_arm_architecture_p08.py,6a90b3c64d197c94e236e1458b3852b5003c967786b0cd386a6857b78eefb262,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
tools/check_hr_v0_arm_architecture_p08.py,865799b0badbc868313bb44c3b76dd82d97a0b40c1cd5b920c81a694495ceb3d,R214 integrated-arm evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
