path,bytes,sha256
cam/drill/project-button-v3-drill-report.txt,826,de5095e07eced76cbc3c71b3de019e17b77f974ad1cb4509b1f87fce586b9f20
cam/drill/project-button-v3-NPTH-drl_map.svg,25797,373fa3716122764b93dab308bc26fef58354a39d09922c1eb66d00571fea81f4
cam/drill/project-button-v3-NPTH.drl,399,d819584f06d760fde4b1efec2f382b82a819a697433df562a14be1919c874509
cam/drill/project-button-v3-PTH-drl_map.svg,87521,22d6d66f689de517cfed41a67fcc854af83de77e7c1b4ab5161de54f570f4539
cam/drill/project-button-v3-PTH.drl,1490,2d679be661ee1e780cf457fac5cc6b4b3ced448d8dc17db435a416f42ce7abbf
cam/gerbers/project-button-v3-B_Cu.gbl,113388,435f3d46d5825bf7f23ed0aaab7aa0a20cc6172228529df8ef8c489048e47e82
cam/gerbers/project-button-v3-B_Mask.gbs,1881,278182cbe975b1046e0969b9998209e4cbb9ed5ff520e6ed19d1486eceb794a5
cam/gerbers/project-button-v3-B_Paste.gbp,503,ef7503e29b6d72fcb6a34a736af6d3e4568e1ddfd638ec434aae1eebe61ade39
cam/gerbers/project-button-v3-B_Silkscreen.gbo,504,88ee6f0536d56c878259dcb1e5f1a1dfb21e98f55a7666fa4a1025d0a0c120e1
cam/gerbers/project-button-v3-Edge_Cuts.gm1,744,8b93133625c62e97512d7681d50fae8f25ea924077b96bcd0c8e441fce7484b8
cam/gerbers/project-button-v3-F_Cu.gtl,27224,cc7e1b0a32a30d0792088937e72fcc907582710115dfa2850cafc2d15f70547d
cam/gerbers/project-button-v3-F_Mask.gts,10851,7426abaef1e18054274ccfc603431ab891508b0e1c57a1d6c8ce3f7a119d03e8
cam/gerbers/project-button-v3-F_Paste.gtp,7434,c6441f4d182573b7292a41c54ee47e173d8a027fa2d424614f8a0e58d9db89a5
cam/gerbers/project-button-v3-F_Silkscreen.gto,136235,c915fac93f635927349096a4a0938eebef85016d94d4141ccaf44c76bbfba299
cam/gerbers/project-button-v3-job.gbrjob,2951,492a04800e654a1df722a2f20db92fc548622b487bfdc00a969b6598f5364fe8
cam/kicad-cli.log,5088,1caa6fe810a7efa6bee73667b602c5f0b33a96efedaa4f9e33ba939da33ed0c9
cam/project-button-v3-all-pos.csv,4648,bb43a1754a745c73617eddd915ec8eddc2da2bd60a3a153a592807655020d979
cam/project-button-v3-drc.rpt,530,b3eb142c8f4e4fe022e454d17de64480115a127edc86a7a5f0a6e257d415b0f1
cam/project-button-v3-stats.json,2744,f725cd589b033e90f82ec8bdecba289e474ac80eca2bc01c6af4ea28e596396d
cam/project-button-v3.d356,17561,cc8740248686a0149cf83b6a434197e60f605c3a21da0114e1a27e9fea834a48
cam-assembly-parity.csv,11954,b864ebef82ae38b36e9ba20617a99919d8f89099633ef925576193d32c9693ff
cam-output-register.csv,5687,fbce12d6a7d520528d189c0ae510b008b1779cdd8e36820d2b4aa7cec423981e
cam-release-holds.csv,4988,157ca3de7c3c69a9e0527c56ac6be6214a154ea380efd329e623fc28576752ab
index.html,6757,0a1cf69a9bbb759887a6404db8f4ae30d0ac03c943c53c18a8b29ae6cfc4ac2a
manufacturing-input-register.csv,3550,c38c6b61f3e826ef417ca433c15e98de18b562e53220ac4d583661bfbf28bfbe
package-status.json,2213,0ca3a2b705a9210dd2972601fc914a5f67d4f0919b94d8aebef3abdeab343791
position-transform.json,571,08cf689989462cdaf2f2482c856875a1f426cca917fd477444dbc879a6ef2791
README.md,1464,9950f759072a18b45b8a45cf576814d5138a8b738b00b1240e799ecaf760e443
