file,sha256
01_external_sources.kicad_sch,D16449FF5FA3892AA4D69561EE9E68004A6C4C2A963218A12FC34F03204645A8
02_estop_eligibility.kicad_sch,F43F1F5DC514CAF8942EA99FD690DCCC91C626F8CEE9BE825DAFDA192638E470
03_arm_watchdog_eligibility.kicad_sch,4CBD6B5BEAE3FF6BA4A993C97226D6834500D766F2BCF15FEF8639853C7FC2EC
04_contactor_edm.kicad_sch,788031BFC14E0D7E69D4BAD0CF9B0B770EFB6D42D599F69F0E092A1B292B36B5
05_actuator_interruption.kicad_sch,A982E088BFA4C90C7981AC701F6EDBA85B71C23D150F040CE6D2D30B7C53BA81
06_branches_and_limiters.kicad_sch,8E67CD22AAE4B03C388899BBCA9B48E2B0C60E5882D2108036F564DACAACF39D
07_watchdog_control.kicad_sch,B9AFF898F1640C7CBB5273E93E4B6CFD67369DB5808C9658D6819C8326DC8B09
08_watchdog_feedback_interface.kicad_sch,17F847820BD3365A3943E206B495CB08E0D9CECFD58826301DF3F8604E48531D
09_compute_and_control_terminals.kicad_sch,A3FFFFF338521538260E1CCE3638E18386519358F1E4A668D5222693E723888A
10_actuator_interfaces.kicad_sch,523D1935F82907677B059B985713313E4C3D2089329119194989F0C7744B587F
11_watchdog_pcb_connectors.kicad_sch,00CFEC566B149F1057E8D1CF04AD0ECE785855CD1EFDF6F92D69F01725A78D71
12_watchdog_pcb_test_access.kicad_sch,5ECF39B08A06429C88303C809B501A664438214B3E4758058B98C5832E6DB3BF
bom.csv,39AA6D2D27B6F8C4D36E9284BA7350E4C7493E10A23E63AA601D66490FEE1ACF
connector-schedule.csv,B0DA704ADFB07824F7D262A8F37FE15B9A783332B10A19A603CBAF801D4D047F
fp-lib-table,99AB16A51A983B9BDFB1C4B4EA83573D611F811D273FEBF4AB70C6987828C1F4
net-schedule.csv,537BBC176119307E3AF822C6B6B79ED7B0957A16D4450E56165529C05B066E3C
output/project-button-v3-p1.19-visual-correction-candidate-01 External listed sources and DC boundaries.svg,4553CBBDF93BCCA88351986D6659B5538BB54307E54D379D06E4FAA65CD91FC0
output/project-button-v3-p1.19-visual-correction-candidate-02 Dual-channel E-stop and RESET eligibility.svg,7EC6491B8A9974C78E0945D39EA9316AB829959A1558B46EC9D84B7FB3E72127
output/project-button-v3-p1.19-visual-correction-candidate-03 Distinct ARM and watchdog-gated SR1 supply.svg,A96AE6E5E9A9746967387EC8440D339E16D1CF260AF1CE0FE22ADCB3238A76F8
