path,sha256,bytes,warning
axis-conductor-screen.csv,a69311a42465418837b55c85fcc798af86d72fce8708214c26c4509aacaf68ff,17158,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
bus-envelope.csv,527d3388b35615767512e3f42c5e069eeb41f2c4f28fa18caa0d5e17ae5e059c,3164,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
bus-source-feed-envelope.csv,b151c77591085a1cd5fe8e9e2301fa16cfa31d282ef5568bfbc5b73a2aa73201,4116,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
closure-input-register.csv,050927f33ed7d58e8d14be922662a7e875a879040af3b9324ac6b3ff24ffd1d0,5442,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
connector-bottleneck-register.csv,b3fb3df73dd52b57c199d3ead1024da14bbd7e7edd9061c2b05035193dd76738,2581,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
index.html,ec1bc283af8f775cb944f798b5eaa0151b5a2cd567dadcbe83197eaeb3acf31e,7060,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
open-holds.csv,add2326d2c324984f9fe775d112293bbca3e079d29a1f9f484502106710d5c75,4293,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
power-state-separation-register.csv,3da4f936b42850c7d4224e734fa0e06f1b3416ef34e681ce17e9ec74061272a9,3398,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
primary-source-register.csv,7134f4e20d3f9c78be3106a874b39d1e3da44fb70fa525cd8c42c8ea5ff53260,4218,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
protection-conductor-status.json,ae0d77c834fc924ee828c8122a094e602dcfa1ad6892e5c06e327c232261758b,1223,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
protection-hierarchy.svg,2caa2fe18cc2550df73e1d113db45f9e4539beb103bf57f329b695bd18a6daac,3626,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
protection-layer-register.csv,4123d7114c93e2c6b36c9602e8bb10378a71b9578ccd986c6f8e884a227936bb,3266,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
README.md,730bb4f8cff12604921d525d06fa0dc4e2f3ecf3bcdf2775c65655889368d29a,528,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
source-binding.csv,22968235f931dc06727a0e2e84e2a195443b5187e4a8316fb879c846ed9be7ec,3869,"PRELIMINARY - PROTECTION AND CONDUCTOR ARCHITECTURE ONLY - NOT APPROVED FOR PROCUREMENT, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
