file,sha256
01_external_sources.kicad_sch,2C012C0A6478CC4772BCD4C4A55B4A2ACB2387705B0A69F0862DDBE59A8D02BD
02_estop_eligibility.kicad_sch,7AF0115BF7B42E9E6ED946E1CBF06AAE51D6E620C5C30A07AC207D5E34574E25
03_arm_watchdog_eligibility.kicad_sch,50310782B3625342BBE2A8179DF9116AC4DB6732651D9930D1A7FF7B8EFF986A
04_contactor_edm.kicad_sch,1EF9F0B6D7EEB1FF0A953FE1639E8AB9690FBE4443884FD4628A7BB7A7627CE0
05_actuator_interruption.kicad_sch,32B791E10DA3DDB66A91591D68B106096E1849DFAB04D4694694F323B48D29E0
06_branches_and_limiters.kicad_sch,FD095FA706C867C08DB5AE75C4A2095383FC9A43CA471D394B844B6CAB1531B0
07_watchdog_control.kicad_sch,4DB8D5F217E4DB399816215ACFDFCD8E42FF12332516E4B2F48EA79C6A0F625A
08_watchdog_feedback_interface.kicad_sch,C36A725E3A48B6DD2A28618611A642A656F89EAEF6AFA2E22211B06CC37C2D43
09_compute_and_control_terminals.kicad_sch,7A1D8BB579D119E1A42FC230BBD9A9443400D522DA53CCFBE6B2DB87BAC4224C
10_actuator_interfaces.kicad_sch,D2463E4937DF6D1A5DC1183B20FE8C30360D42C77ED04EB51A3E41F7E6A1BF59
11_watchdog_pcb_connectors.kicad_sch,EFBC8952117803419C3C8EF81410A47AE9BDCB37BB0480331E84AE87326B5720
12_watchdog_pcb_test_access.kicad_sch,3E6479DE3AC43D31EBC457A4091FF749922CE804CB818D3CC3F3DB63D499DF39
bom.csv,C9C1E610A63C9217A3B0635489D366CDD57DB1FD28835C4CF065D2B4ECF6AA35
connector-schedule.csv,83C3D9DE31A1D43779D7982EACB9A0AE5A63060B66B9E3859176898833B16C39
fp-lib-table,99AB16A51A983B9BDFB1C4B4EA83573D611F811D273FEBF4AB70C6987828C1F4
net-schedule.csv,B4DD91C8E5B551835559F12E88EB1713B573754EEB0A7CDA0545DFDD3E0232C0
output/project-button-v3-p1.20-watchdog-interlock-candidate-01 External listed sources and DC boundaries.svg,A604773162F60C0566EAD36B6D47BBC483FCAAE42F42AE5E52BFBCCD607FAD2A
output/project-button-v3-p1.20-watchdog-interlock-candidate-02 Dual-channel E-stop and RESET eligibility.svg,ED09AB98015277C615842FC6D2FA8FB284E8286C60C3F51B78AD79EDD3D282B3
output/project-button-v3-p1.20-watchdog-interlock-candidate-03 Distinct ARM and dual-channel watchdog interlock.svg,B4B1134E4085BE734A77B7E96428FBE9EFCBE7F73D3F50E6CBFC1C7F49C0D60F
"output/project-button-v3-p1.20-watchdog-interlock-candidate-04 Contactor coils, mirror contacts and EDM.svg",AEBF88AFC73E3447E9324C39D97BB89AC447561DB4EE13CDE53A61B819FA39EF
output/project-button-v3-p1.20-watchdog-interlock-candidate-05 Redundant actuator-power interruption.svg,E35CCFFF1E7843C827A7EA5AAC77262FEF420EA1B32DBB517F7454CD73733F21
output/project-button-v3-p1.20-watchdog-interlock-candidate-06 Protected actuator branches and current-limiter carriers.svg,54CF87E52DAA51EFD0A4C09E91F4FF1CA0F6C6EC6FDABED754F6083C19302E88
"output/project-button-v3-p1.20-watchdog-interlock-candidate-07 Independent watchdog power, controller and drivers.svg",B5D7A07D75921A22EE137909D4B15A1D716C106E50AC6A1E381E450AAF73876A
output/project-button-v3-p1.20-watchdog-interlock-candidate-08 Calculated dual-channel 24 V watchdog feedback.svg,B1DE0087D11B1C7D80254E29205953EA222D4DD2D3A12C0020E5FA142A7585CF
output/project-button-v3-p1.20-watchdog-interlock-candidate-09 Compute and control terminals.svg,1B61920CE152EE72EB22BABBC6DD7688A606134C155139434D47B93DDE50E867
"output/project-button-v3-p1.20-watchdog-interlock-candidate-10 U2D2, DXL star, actuator ports and bonding boundary.svg",BD16015788423058D9A5D475C8DEE3E02B2AB3EB95A088A47B5C4D9029A07933
output/project-button-v3-p1.20-watchdog-interlock-candidate-11 Watchdog PCB external connectors.svg,7A53BD951733C7DCC9E57541C2CDF408092F9E348269C0325C59940909A419DD
output/project-button-v3-p1.20-watchdog-interlock-candidate-12 Watchdog PCB test access.svg,C1746815D75F264EBF51C928DCEE67630298AEDFFB360B5332B858C81C1D13BA
output/project-button-v3-p1.20-watchdog-interlock-candidate-preliminary.pdf,D23C9D737DFABC2D23B25F8DE26EB3F6674680E8429D982FA566991C47DBCFD6
output/project-button-v3-p1.20-watchdog-interlock-candidate.svg,B67C270442894AEFBFCF3838AC2CBCAA550842D2CC9026D859E6135EEEEDEACB
PBV3_Footprints.pretty/Harwin_S1751_46R.kicad_mod,6B19BE34AA0B0478A6521A88DE54EB203F61A110E18005292627BAAFA70A1AFD
PBV3_Footprints.pretty/MKDS_1_2_3P5.kicad_mod,63CC6840A65C371DFAB4602B171151FC12FAE00119F98CB525641015133CA6C5
PBV3_Footprints.pretty/MKDS_1_4_3P5.kicad_mod,498048D4E5AFF7B1A3CCAF7B3555B04878292F07D4CA48D1CCA08F267ADF68EE
PBV3_Footprints.pretty/Murata_GRM21_Reflow_Nominal.kicad_mod,74CC992DE08ABCD1CBE57BAF8E6BBA8A06E5D445E071FCBA0E1940D448C832EF
PBV3_Footprints.pretty/Panasonic_ERJ6_Reflow_Nominal.kicad_mod,9DCE141C20C91CB8675DCF4EA5925F907012D3120562635ECCD293FF686A8086
PBV3_Footprints.pretty/TDK_CGA3_Reflow_Nominal.kicad_mod,48A8194711FAD4FC9007629974A67C713CC1CD0DB386530F2ACC605B980CCA49
PBV3_Footprints.pretty/TI_DBQ0016A_Example_Land.kicad_mod,A5DC0BD756295E87B9AC34CE86CF8A57552A0B59079358B65E6F4879965DDB97
PBV3_Footprints.pretty/TI_PW0016A_Example_Land.kicad_mod,3BC7EEB00817B272C2EEC4F95991769640FD87A81BABF9B07D17219C1EF68F2C
PBV3_Footprints.pretty/Vishay_CRCW1210_Reflow.kicad_mod,2E2A2A45A5499F6FB2CE02D8ECFAE5AB29B349AFEA4FF865545BBF37AFB03751
PBV3_Footprints.pretty/Vishay_MMA0204_IPC_Reflow.kicad_mod,F68B81B587E6F80AB83D808AB6C58D5399194290F748ACD22D3C3641015D9FE2
PBV3_Footprints.pretty/VO618A_Option7_SMD.kicad_mod,98038B6D35BB4B40152960E67BEE5DE773E463F6C49D9489A5455A3C61ECE4E8
project-button-v3-p1.20-watchdog-interlock-candidate.kicad_pro,E6FB0F31636C46BCFF26D705E28864529F3D5C53BC18F3E28ACDB909C74716E9
project-button-v3-p1.20-watchdog-interlock-candidate.kicad_sch,4917C12D25A636A551D50D89C12DF008525BEA3C92E9D331F99F62D389CE89FF
project-button-v3-p1.20-watchdog-interlock-candidate.kicad_sym,2AA79179B370FE0A2AD18A7D6E34F290B99BC3ECAE7A59E3E0E972E1E6E0C964
README.md,7CE43EE3F5A8F234F528018446886487E49E15422FC44535EF4BBF9CFE9A243D
sym-lib-table,037E9C3193372D04932BDE46D2D36A95A83E5F2FC21FC439268765D421322DF6
unresolved-selections.csv,C4C707FBCC230C2DC75BE6952A3D6EEF17FDB18FED065CA2B1E9C2F7F21FD868
validation/kicad-cli.log,FADB6C6A6548896CFAF474D576139C2109F7A61462653271DCDA0F2F84A0019F
validation/project-button-v3-p1.20-watchdog-interlock-candidate-erc.rpt,1406F7DBB8E6C688E778210EFBD2D17D17784634496DAEA05B6D4C5C13545534
validation/project-button-v3-p1.20-watchdog-interlock-candidate.net,BDC8F3932F53330E3C33C6514FB4169FB7211B4D615A7D15558EADAA5D0F52BD
wire-number-table.csv,C417492A1294F95ACEEE5956D02E07C7C99F9FACBC36786A8DB8F593271CDB53
