part_id,measurand,tolerance,instrument_method,maximum_expanded_uncertainty,coverage_factor,calibration_traceability,method_validation,warning
MV0-C01,flatness,0.15 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C01,parallelism,0.10 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C01,hole true position proposal,0.14 mm diametrical,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C04,flatness,0.15 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C04,parallelism,0.10 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C04,hole true position proposal,0.14 mm diametrical,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C05,flatness,0.15 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C05,parallelism,0.10 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C05,hole true position proposal,0.14 mm diametrical,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C06,flatness,0.15 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C06,parallelism,0.10 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C06,hole true position proposal,0.14 mm diametrical,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C07,flatness,0.15 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C07,parallelism,0.10 mm,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
MV0-C07,hole true position proposal,0.14 mm diametrical,CMM or qualified equivalent; method selection required,SELECTION REQUIRED BEFORE FAI,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
