file,sha256
01_external_sources.kicad_sch,11FAB0F001F17D994B1F3D3F5C97A0319C6E96DF58B1C7F6638BF9D3E337BF56
02_estop_eligibility.kicad_sch,244CA21CC7444505F32EDEDFF00D00D0A130361C9E2AF837F025A44BB498205B
03_arm_watchdog_eligibility.kicad_sch,919E67D003DB300D2811D3B48129B04A5A32DDF3A1543C5D231BFA15B7D7F87F
04_contactor_edm.kicad_sch,CEEDE3B05BB96686DDC4F53FCCA037B6F6072421E6E3585B8B93D14D24168572
05_actuator_interruption.kicad_sch,5A84B2AEF10DC81478034FEAF83109C922AAB0235936A8B8B160C343EC882453
06_branches_and_limiters.kicad_sch,8EBA17D0A493B80B9F725512672B6C7EFF918AEC1805D50F26789067E3E8C749
07_watchdog_control.kicad_sch,FAFA72356887869BB14CD8E331FBF087E7E86F93C0BF1E45D6260EB3608D4351
08_watchdog_feedback_interface.kicad_sch,F69E31A60A877A53D05DBD638549475AC687BD58178513C252DE82D87FA12672
09_compute_and_control_terminals.kicad_sch,B7A88D334D1CC42389B6C44180C701FFFE4D082971D0E2BD36941415F85F7848
10_actuator_interfaces.kicad_sch,7FEDE73043BA0464C85EFE1EF3B1DCE266D1AAD35AEA3D54116903C0E995F77A
11_watchdog_pcb_connectors.kicad_sch,FC6548A65A2934FE9F68AB33B37B738DD1CDEE8D35454F51B1FFDAC0874BEF0F
12_watchdog_pcb_test_access.kicad_sch,3862B20AEDB72C3971FEB99372A0ECB72B04EA27796EC072797D0C06800197AD
13_runtime_observation_system.kicad_sch,D9ECEE39BDF0BF50F5A1DF20EEFC5758A6C6A99FBA9EB1942E965B83EEEBF1CB
bom.csv,45C8C958C4D1392BAB627AF6F8476153324E3061CE5F5E4EA6D60ED3CD5E5B1D
connector-schedule.csv,F651CCFC5190875173609DB3CA0E618F97783A88AA92C5E48DA016D791F202AB
fp-lib-table,99AB16A51A983B9BDFB1C4B4EA83573D611F811D273FEBF4AB70C6987828C1F4
net-schedule.csv,483A0389879F5008598BD8166A2549A8BB4C9BE46232B8382D6C9B92E2CC9A2D
output/project-button-v3-p1.16-observation-candidate-01 External listed sources and DC boundaries.svg,032E52243CDA35ECC6B9DE5C516811AC6EB61484D2CE88973EA98A0BFB0E6514
output/project-button-v3-p1.16-observation-candidate-02 Dual-channel E-stop and RESET eligibility.svg,F81DDCAAB39A389CF1C0204F28037408F37B46390494329FA1974D66416E1FA1
output/project-button-v3-p1.16-observation-candidate-03 Distinct ARM and watchdog-gated SR1 supply.svg,18C804335CC941C36525CFCD8D6B63BCF1C1763770D7B527425B5B10196A0477
"output/project-button-v3-p1.16-observation-candidate-04 Contactor coils, mirror contacts and EDM.svg",D984ADD3D281B93216C1A766C40FF149A83F851BD8AF286833F4D9FC1376F835
output/project-button-v3-p1.16-observation-candidate-05 Redundant actuator-power interruption.svg,848C2878F1640471A9ED61C1A9CA36A8B77DE2CDAAE9409DE978457A0D7C20A1
output/project-button-v3-p1.16-observation-candidate-06 Protected actuator branches and current-limiter carriers.svg,F387D9DD2DC849C6D258E90B8208D85678B5299F2E5BC57C9CE3A85B84B1E75D
"output/project-button-v3-p1.16-observation-candidate-07 Independent watchdog power, controller and drivers.svg",7872F9C7A8B25BA9888876F21A1C0067B86CE4987CD545CCA2B1C69A9AA48F7D
output/project-button-v3-p1.16-observation-candidate-08 Calculated dual-channel 24 V watchdog feedback.svg,1400A62CC136CB05DB0DDC1C45B3F6EEA1A6D08B7B52CA428B562EF278B2632A
output/project-button-v3-p1.16-observation-candidate-09 Compute and control terminals.svg,766E8D7A039F0F699926598EE9AED699225E493A50640DABB87C20A09B2D1C75
"output/project-button-v3-p1.16-observation-candidate-10 U2D2, DXL star, actuator ports and bonding boundary.svg",66BA497DF3570D8B09242DA193B5DCC724920A7C9B9C947B96E90A6FE70A1769
output/project-button-v3-p1.16-observation-candidate-11 Watchdog PCB external connectors.svg,E48DAECFFD02A3FC256BB8D5BD0445F03D851658665D2C3EF49366BD2FF74CDF
output/project-button-v3-p1.16-observation-candidate-12 Watchdog PCB test access.svg,0553A86651CE1E5A569534086276D5C3BDF560824CE7CE2E12057717DF217E37
output/project-button-v3-p1.16-observation-candidate-13 Runtime diagnostic observation interfaces.svg,CE33D057BEA78372E7FA16931F11B5415CCDEAE408A3B51291C4DF69ABA5F72C
output/project-button-v3-p1.16-observation-candidate-preliminary.pdf,925ADC352CDCB87C1C9FDB0F3A22B1636AD01CF9C343866BB31B4F3C0907FF38
output/project-button-v3-p1.16-observation-candidate.svg,34E68B190B0D1BA946F33F1FC202F58D8BEE8A9558AFDD961675F155C27C8538
PBV3_Footprints.pretty/Harwin_S1751_46R.kicad_mod,6B19BE34AA0B0478A6521A88DE54EB203F61A110E18005292627BAAFA70A1AFD
PBV3_Footprints.pretty/MKDS_1_2_3P5.kicad_mod,63CC6840A65C371DFAB4602B171151FC12FAE00119F98CB525641015133CA6C5
PBV3_Footprints.pretty/MKDS_1_4_3P5.kicad_mod,498048D4E5AFF7B1A3CCAF7B3555B04878292F07D4CA48D1CCA08F267ADF68EE
PBV3_Footprints.pretty/Murata_GRM21_Reflow_Nominal.kicad_mod,74CC992DE08ABCD1CBE57BAF8E6BBA8A06E5D445E071FCBA0E1940D448C832EF
PBV3_Footprints.pretty/Panasonic_ERJ6_Reflow_Nominal.kicad_mod,9DCE141C20C91CB8675DCF4EA5925F907012D3120562635ECCD293FF686A8086
PBV3_Footprints.pretty/TDK_CGA3_Reflow_Nominal.kicad_mod,48A8194711FAD4FC9007629974A67C713CC1CD0DB386530F2ACC605B980CCA49
