path,bytes,sha256,release_state,warning
fabrication-candidate-not-released/drill/hr30-e1-diagnostic-watchdog-p0.1-drill-report.rpt,706,618dc1b661fbbce2edd0f79543399be7f46299157f256b7015a6b041fc5141a8,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/drill/hr30-e1-diagnostic-watchdog-p0.1-drl_map.svg,43778,a80ab60420faffe61bd68492c337245f77a0b042c4cee37d6a3bea3741c25ef5,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/drill/hr30-e1-diagnostic-watchdog-p0.1.drl,530,16f492c5ae225899483a0286bda7d3ea2e4b82f5a34a4b827d1a13c9c942da25,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/gerber/hr30-e1-diagnostic-watchdog-p0.1-B_Cu.gbl,4182,eee28c795fbf67b26b45324e628ad48fe60578ead7a2449212063a0fd35950f8,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/gerber/hr30-e1-diagnostic-watchdog-p0.1-B_Mask.gbs,611,11d1b5af3be4f866297dc9c34e56b49d4b26a003cb0172f8da2e226ad8e77df4,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/gerber/hr30-e1-diagnostic-watchdog-p0.1-B_Silkscreen.gbo,493,9a59eb9a52562d1700a8f829aeeff719148d05dcbd6dcabc9d6c59c0940585a3,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/gerber/hr30-e1-diagnostic-watchdog-p0.1-Edge_Cuts.gm1,665,fa302f788420129696ef566081a9659eaa0bb47bb41462f32d3f059dff28aba6,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/gerber/hr30-e1-diagnostic-watchdog-p0.1-F_Cu.gtl,44527,1dd7cda8cb8d79fd8615bc7a6e810e3d7d2d71975a0cab18b4c79e6e0a911386,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/gerber/hr30-e1-diagnostic-watchdog-p0.1-F_Mask.gts,2977,475a45bd5027e336f0607ff8d7dcd2f6eddd50f2644a323f1a6b35eb1bcb7466,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
fabrication-candidate-not-released/gerber/hr30-e1-diagnostic-watchdog-p0.1-F_Silkscreen.gto,13993,7bb166701c137ca47aae33fd54c74fb5f07900d5b688296c71db7d98a1e9466a,CANDIDATE ONLY - NOT RELEASED FOR ORDER,"PRELIMINARY - DIAGNOSTIC ONLY - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
