file,sha256
01_field_a.kicad_sch,74507862DC7B1ABEE1E0EE445509FA316ADA22513E3C2B0EE95FB1DC0516F3FF
02_field_b.kicad_sch,2FBC1EEFA229564BCA19FB3DA39C70624F18658A3AC860B78E0EFCA4F76CE956
03_evm_logic.kicad_sch,B3601C142C17AA3CE6C569B890C886AA006E4D4F20B11CBBD5D2DBB12E4D9683
04_common_clock_capture.kicad_sch,6549F7F3B45896DEEEC7E21B03306FBCB3953D839E4E0791AD9476746119C4F9
bom.csv,414B7A7CAE82C32AF742674CD15DC09CB70EEEAA93C9BFC8534606D5F9117013
connector-schedule.csv,3064876CB99E6EB3FFBDB1A88017A39871CA4A5004265266D78F2F1AD031438D
hr-v0-dynamic-event-interface-p0.1.kicad_pro,786A5DA5AA4F432F4FE11D91A3CB34D94B3A18F40BA55D8524CFEA69A6AC7AEC
hr-v0-dynamic-event-interface-p0.1.kicad_sch,C8D98A66AC4C8F4AC962CCC66B041A8DB6B41D532903EF34A0B889BE53B7BD37
hr-v0-dynamic-event-interface-p0.1.kicad_sym,E8CC4AFE3287DAEDC8EB9F1EF263A7947757C6BDBE1844FFF40D76CFE09B2165
output/event-interface-1.svg,C92C9EE6607E3399CAD2547B7426A96FC821019978D803F70732537B099CCB90
output/event-interface-2.svg,5828776145858C18E66704B0139D13FF944EAD8B047C380B8C347F1CDA0A50BA
output/event-interface-3.svg,D04F5EC2823AB3B2F8FA5175794D8A35119CC0EE7BE99C98FD9CAFB4827C62C0
output/event-interface-4.svg,5595890EA16221D3B7E564353A642B364242B32FB40D0DF3F1BEC4AB67DDA257
output/hr-v0-dynamic-event-interface-p0.1-preliminary.pdf,257735DADD4868200E265F490D176BBEF91DCB3C1FD0535A3655BE0E5E1C5E3E
output/hr-v0-dynamic-event-interface-p0.1.svg,300E7AB5D579B877D6F4C8E91250A9DB398EA416EC423042830AA3F039582E13
sym-lib-table,2A718DC4D230CB32B4A7438AF4543B11DAABC5F80D0147D1F3098743CD9CA4C6
validation/hr-v0-dynamic-event-interface-p0.1-erc.rpt,9D09C884954E3E6C6E5D8D7A48516E62DA1BBC51211E4CFA302A78EE6300F0D5
validation/hr-v0-dynamic-event-interface-p0.1.net,751901225C28BF63C02D963EDA04CE69596D26418975BCAFABE1AF9CEFEDA956
validation/kicad-cli.log,A25082169AF5BB7AD754923011D1A1689D4A07D5E558D00FEFBEFBE1D431FD4A
