bus_id,signal,mcu_port,lqfp144_package_pin,net,carrier_contact,status,warning
RS-LLEG,TX,PA9,101,UART_RS-LLEG_TX,JCA1.4,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-LLEG,RX,PA10,102,UART_RS-LLEG_RX,JCA1.5,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-LLEG,DIR,PA12,104,UART_RS-LLEG_DIR,JCA1.6,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-RLEG,TX,PD5,119,UART_RS-RLEG_TX,JCA1.7,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-RLEG,RX,PD6,122,UART_RS-RLEG_RX,JCA1.8,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-RLEG,DIR,PD4,118,UART_RS-RLEG_DIR,JCA1.9,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-LARM,TX,PD8,77,UART_RS-LARM_TX,JCA1.10,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-LARM,RX,PD9,78,UART_RS-LARM_RX,JCA1.11,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-LARM,DIR,PD12,81,UART_RS-LARM_DIR,JCA1.12,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-RARM,TX,PC6,96,UART_RS-RARM_TX,JCA1.13,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-RARM,RX,PC7,97,UART_RS-RARM_RX,JCA1.14,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-RARM,DIR,PG8,93,UART_RS-RARM_DIR,JCA1.15,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-WAIST,TX,PC10,111,UART_RS-WAIST_TX,JCB1.4,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-WAIST,RX,PC11,112,UART_RS-WAIST_RX,JCB1.5,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
RS-WAIST,DIR,PA15,110,UART_RS-WAIST_DIR,JCB1.6,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TTL-LDIST,TX,PC12,113,UART_TTL-LDIST_TX,JCB1.7,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TTL-LDIST,DIR,PC8,98,UART_TTL-LDIST_DIR,JCB1.8,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TTL-RDIST,TX,PE8,59,UART_TTL-RDIST_TX,JCB1.9,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TTL-RDIST,DIR,PE9,60,UART_TTL-RDIST_DIR,JCB1.10,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TTL-HEAD,TX,PE1,142,UART_TTL-HEAD_TX,JCB1.11,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TTL-HEAD,DIR,PD15,86,UART_TTL-HEAD_DIR,JCB1.12,PHYSICAL PACKAGE PIN BOUND; PCB/BAUD/EMC/HIL VALIDATION OPEN,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
