file,sha256
01_external_sources.kicad_sch,A265061592F06E617D24D791E48B3CF4723A4B20220E1F1F5F39DF30307DB3E6
02_estop_eligibility.kicad_sch,FF82CA0C628F11C6956C43486332C47AFF95B6199DBFFB83043261B6129DB659
03_arm_watchdog_eligibility.kicad_sch,1532573FC56210038EC72108DDF00B178D0E1721FC2929AC4C83250C18C0B254
04_contactor_edm.kicad_sch,9F7E115E90D38E96EE55D141A351A43B4246C06170E1742547D79BAA883026FB
05_actuator_interruption.kicad_sch,4BB7239AA70C246CF1E295D0486B4AB5F3E150B93D14CCA4C463DD8893F1EE10
06_branches_and_limiters.kicad_sch,8D1A94D390F3066B5CD6B62F7120462A8D0B7EFE86DF4F814509FE13F7C7D261
07_watchdog_control.kicad_sch,FB6BE3D61B7C844E8E9DCF188A5EE35846AB891E6F3DD5B2ABF749CD502FAE04
08_watchdog_feedback_interface.kicad_sch,720E3487F651EB88436BA2A45E3E47FD8659A0D44986AF6AEF6CFB77AB9BACEC
09_compute_and_control_terminals.kicad_sch,EE35E685932433C53FBA81B05F8E95E0875FFE06F0897AF9A4DCCCC24C1B5BD3
10_actuator_interfaces.kicad_sch,BBE653C67891FDC6C1AC29A5E9BFD294F25304DED560C69AA008D367C7C38D6E
11_watchdog_pcb_connectors.kicad_sch,E6E2A62A2EEA2285A2DC57354E89B8ADE1898EFDA73D88D428DEC34DA7D9996A
12_watchdog_pcb_test_access.kicad_sch,BC70000D517E944076DDCBF51488D2A656549673BAD75A4C9CA2D9474282B80C
bom.csv,A5B616C73ADC5FF6F82F7A288537211D835B324897A0CE85BA2663AB2CE691EB
connector-schedule.csv,E5D4A0FEE571B89966F06B1A09E88D4C5D63B98BDE4303CDF6829362008FB674
fp-lib-table,99AB16A51A983B9BDFB1C4B4EA83573D611F811D273FEBF4AB70C6987828C1F4
net-schedule.csv,428754985CE15AC914BB67279F151BCD1145521AC23C8F0CFB0769EEBA6B83BD
output/project-button-v3-p1.15-carrier-candidate-01 External listed sources and DC boundaries.svg,54416CD8FDE3BE878EB4CECB2615EB4FED5AD0704C43A58C9479981ED254C4EC
output/project-button-v3-p1.15-carrier-candidate-02 Dual-channel E-stop and RESET eligibility.svg,465036B3B411104AF12EC6B27F2A2AA960AE846E71F8B79507BBC566CC64A0E2
output/project-button-v3-p1.15-carrier-candidate-03 Distinct ARM and watchdog-gated SR1 supply.svg,D250E5DAFB5EB17DE9AEC79A7AF358687374738B2A633408AE27CA5D612B66F4
"output/project-button-v3-p1.15-carrier-candidate-04 Contactor coils, mirror contacts and EDM.svg",E3F6A5C2CB24735EFAAEFE64A322DAD98EAD9C04A1598AADEE18D18EEDEBEF48
output/project-button-v3-p1.15-carrier-candidate-05 Redundant actuator-power interruption.svg,8ED8E05268CB986F21A014FF397804D01FB8AE35E6D943A65E5EF91DE647565F
output/project-button-v3-p1.15-carrier-candidate-06 Protected actuator branches and current-limiter carriers.svg,BF390EE0F27101C9A85F650E7BB9634B52623D79D09361FE1D55C568EFCE5E57
"output/project-button-v3-p1.15-carrier-candidate-07 Independent watchdog power, controller and drivers.svg",E5833933E4096D40C1905395B3651955D2B18BB56984FCCA10A59D1A5AA2C202
output/project-button-v3-p1.15-carrier-candidate-08 Calculated dual-channel 24 V watchdog feedback.svg,7D19FEC891D5B2B30F1C5DBA736D03562522EDFE9A337463A9679FE93214606E
output/project-button-v3-p1.15-carrier-candidate-09 Compute and control terminals.svg,39E1A8DAA5578A59F6D4485AC238B6BA28AA738B51609FAAE7684584D856BE4E
"output/project-button-v3-p1.15-carrier-candidate-10 U2D2, DXL star, actuator ports and bonding boundary.svg",7D882B4DF421FE944BC4EB8E6FA8398402F715C11EA089537E1EF245DA286430
output/project-button-v3-p1.15-carrier-candidate-11 Watchdog PCB external connectors.svg,99CE71D135EF0D9E49DF6183A22A1C96113338D19F71D839CC2B2264A627FA8D
output/project-button-v3-p1.15-carrier-candidate-12 Watchdog PCB test access.svg,2FEE265FF179543145E8A5AD124552DD2DC9D3CBBC45249B4063C0CC4D682A2C
output/project-button-v3-p1.15-carrier-candidate-preliminary.pdf,98514625918CAF03D0EE3C9A693F0116BEBE8B51C989422D986ADE7A05D160C5
output/project-button-v3-p1.15-carrier-candidate.svg,8ABDD56CF1E751465C0A9FB433FFE942B85B1B4382459580D19E16887E50FC0F
PBV3_Footprints.pretty/Harwin_S1751_46R.kicad_mod,6B19BE34AA0B0478A6521A88DE54EB203F61A110E18005292627BAAFA70A1AFD
PBV3_Footprints.pretty/MKDS_1_2_3P5.kicad_mod,63CC6840A65C371DFAB4602B171151FC12FAE00119F98CB525641015133CA6C5
PBV3_Footprints.pretty/MKDS_1_4_3P5.kicad_mod,498048D4E5AFF7B1A3CCAF7B3555B04878292F07D4CA48D1CCA08F267ADF68EE
PBV3_Footprints.pretty/Murata_GRM21_Reflow_Nominal.kicad_mod,74CC992DE08ABCD1CBE57BAF8E6BBA8A06E5D445E071FCBA0E1940D448C832EF
PBV3_Footprints.pretty/Panasonic_ERJ6_Reflow_Nominal.kicad_mod,9DCE141C20C91CB8675DCF4EA5925F907012D3120562635ECCD293FF686A8086
PBV3_Footprints.pretty/TDK_CGA3_Reflow_Nominal.kicad_mod,48A8194711FAD4FC9007629974A67C713CC1CD0DB386530F2ACC605B980CCA49
PBV3_Footprints.pretty/TI_DBQ0016A_Example_Land.kicad_mod,A5DC0BD756295E87B9AC34CE86CF8A57552A0B59079358B65E6F4879965DDB97
PBV3_Footprints.pretty/TI_PW0016A_Example_Land.kicad_mod,3BC7EEB00817B272C2EEC4F95991769640FD87A81BABF9B07D17219C1EF68F2C
PBV3_Footprints.pretty/Vishay_CRCW1210_Reflow.kicad_mod,2E2A2A45A5499F6FB2CE02D8ECFAE5AB29B349AFEA4FF865545BBF37AFB03751
PBV3_Footprints.pretty/Vishay_MMA0204_IPC_Reflow.kicad_mod,F68B81B587E6F80AB83D808AB6C58D5399194290F748ACD22D3C3641015D9FE2
PBV3_Footprints.pretty/VO618A_Option7_SMD.kicad_mod,98038B6D35BB4B40152960E67BEE5DE773E463F6C49D9489A5455A3C61ECE4E8
project-button-v3-p1.15-carrier-candidate.kicad_pro,50162F189A6FC729ABF873758269EB5CFE09868152363301AF6F6D3EA0D774B4
project-button-v3-p1.15-carrier-candidate.kicad_sch,BC6D463F8E2A560FFECE1A862541FBDA92F68D1FC6A70B297CC617B8D0B928A9
project-button-v3-p1.15-carrier-candidate.kicad_sym,15A6A80645140305FD5A59E9B1B1860C0DF769918210EFE0FC0ED03B7222B673
README.md,264321CA979E69BD8A7053663B73129CAE706DF03F40D607490293EF393023FC
sym-lib-table,6CE1DAD2EDC9A0187C3A599547D9AC4A5CBC4C7A00C82806629AD3BAE5E8D231
unresolved-selections.csv,A1D3B067FE4916D1A54AAE4B9C501150B951AC48063AB3C484CCB59819FD863D
validation/kicad-cli.log,0A2FF09150E66B6217797CC885ED757EA0544299824079697AC7A864CF68DF81
