screen_id,item,demand,capacity_or_limit,ratio,result
ADP-LC-01,proof-screen moment,14.0175 N m,3.0 x R57 2.25 gravity screen,1.0000 applied,PROJECT PROOF LOAD CANDIDATE; QUALIFIED ACCEPTANCE OPEN
ADP-LC-02,M5 thread-root shear,700.88 N per screw,2638.9 N from 4.0 mm project root and 0.30 x 700 MPa,3.77,ANALYTICAL SCREEN PASS; NOT AN ALLOWABLE
ADP-LC-03,M2.5 thread-root shear,438.05 N per screw,659.7 N from 2.0 mm project root and 0.30 x 700 MPa,1.51,ANALYTICAL SCREEN PASS; NOT AN ALLOWABLE
ADP-LC-04,adapter punching shear below M5 countersink,6.6496 MPa,120.0 MPa project screen from required 240 MPa MTR yield,18.05,ANALYTICAL SCREEN PASS; MTR/FAI/PROOF OPEN
ADP-LC-05,average annular pressure under M5 head,15.2089 MPa,240.0 MPa required MTR yield,15.78,ANALYTICAL SCREEN PASS; CONICAL CONTACT/PROOF OPEN
ADP-LC-06,M2.5 hole bearing,19.4688 MPa,240.0 MPa required MTR yield,12.33,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-07,M2.5 edge tear-out average shear,3.6595 MPa,120.0 MPa project screen from required 240 MPa MTR yield,32.79,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-08,adapter net-section average stress,2.2851 MPa,240.0 MPa required MTR yield,105.03,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-09,20-2040 M5 internal-thread shear,700.88 N,6856.9 N R56 conservative inferred capacity,9.78,ANALYTICAL SCREEN PASS; RECEIVED THREAD/PROOF OPEN
ADP-LC-10,20-2040 strong-axis bending,6.1810 MPa,172.37 MPa published profile yield,27.89,ANALYTICAL SCREEN PASS; JOINT/DEFLECTION/FATIGUE OPEN
