stop_id,condition,mandatory_action,state,warning
STOP-01,the -T/-R identity contradiction lacks attributable written closure,STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-02,"any exact line, quantity or order code differs",STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-03,"the cart or quote is undated, expired or omits shipping/tax/fees",STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-04,maximum spend is blank or exceeded,STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-05,"ship-to, adult receiver or quarantine location is absent",STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-06,"seller proposes substitution, split identity or unknown revision",STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-07,candidate commit or item hashes do not match,STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-08,"scope would include assembly, cable connection, power, motion or use",STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-09,"any signer, role or decision is missing",STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
STOP-10,"an article arrives damaged, opened, mislabeled or inconsistent",STOP; do not purchase/use; record deviation and obtain written disposition,ACTIVE,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
