screen_id,element_index_zero_based,element_tag,failed_quadrature_orders,failed_order_point_pairs,worst_order,worst_quadrature_index_zero_based,worst_normalized_determinant,worst_x_mm,worst_y_mm,worst_z_mm,corner_centroid_x_mm,corner_centroid_y_mm,corner_centroid_z_mm,corner_edge_min_mm,corner_edge_mean_mm,corner_edge_max_mm,nominal_global_h_mm,nominal_pocket_h_mm,nominal_hole_h_mm,nearest_source_feature_group,nearest_source_group_distance_mm,coordinate_diagnostic_zone,nearest_occ_edge_distance_mm,nearest_occ_edge_tag,nearest_occ_edge_detail_json,nearest_occ_face_distance_mm,nearest_occ_face_tag,nearest_occ_face_detail_json,element_nodes_on_hole_group,element_nodes_on_pocket_edge_group,element_nodes_on_pocket_floor_group,element_nodes_on_metal_face_group,scope,warning
R284-V03-REFINED,11518,25150,8,1,8,18,-3.3762828594919585e-05,-49.614213562373095,8.265,20.614213562373095,-48.990798502823196,8.112504511053475,21.02286748123974,0.5199999999999996,1.229591693565609,1.6239845696572497,4.0,0.7,1.0,holes,34.55311598195879,NEGATIVE_X_RAIL_TOP_TRANSITION,0.2599999999999998,110,"{""bbox_mm"":[-50.2000001,8.5249999,19.1999999,-48.1999999,8.5250001,21.2000001],""dimension"":1,""tag"":110,""type"":""Circle""}",0.0,67,"{""bbox_mm"":[-50.2000001,8.0049999,19.1999999,-48.1999999,8.5250001,21.2000001],""dimension"":2,""tag"":67,""type"":""Cylinder""}",0,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,27438,41070,4;6;8,4,4,1,-0.027975140023374267,15.287567561357749,-9.239771132465803,10.462694037883423,13.85285532118479,-10.243336506102228,9.595599948961203,1.779892074542607,3.0587713722210617,4.405895135499717,4.0,0.7,1.0,pocket_edge,28.358274730941545,BACKSIDE_MOUNTING_BOSS_CYLINDER,0.7255431805637096,198,"{""bbox_mm"":[15.9999999,-15.8750001,10.5999999,16.0000001,1e-07,10.6000001],""dimension"":1,""tag"":198,""type"":""Line""}",0.036326482592546255,53,"{""bbox_mm"":[13.3999999,-15.8750001,5.3999999,18.6000001,1e-07,10.6000001],""dimension"":2,""tag"":53,""type"":""Cylinder""}",0,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,28863,42495,4;6;8,4,4,2,-0.015153564009932667,-15.243866794186204,-8.729412327639153,10.449473784326184,-13.779576735873892,-8.457080689208947,9.4675973297264,1.8067495537724814,3.23336064747208,4.3116614244850355,4.0,0.7,1.0,pocket_edge,55.62097050960915,BACKSIDE_MOUNTING_BOSS_CYLINDER,0.7709705354547145,182,"{""bbox_mm"":[-16.0000001,-15.8750001,10.5999999,-15.9999999,1e-07,10.6000001],""dimension"":1,""tag"":182,""type"":""Line""}",0.03647523026683406,48,"{""bbox_mm"":[-18.6000001,-15.8750001,5.3999999,-13.3999999,1e-07,10.6000001],""dimension"":2,""tag"":48,""type"":""Cylinder""}",0,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,29550,43182,4;6;8,3,4,2,-0.008310862492786694,-14.704469350649235,0.7723169596591187,7.63954300701028,-14.64152625724182,0.5419924084906288,8.16075674604282,0.656055813459669,1.0111022674272447,1.4114156186633762,4.0,0.7,1.0,holes,0.0052587954545291905,HOLES,0.7723348633246705,85,"{""bbox_mm"":[-17.3500001,-1e-07,6.6499999,-14.6499999,1e-07,9.3500001],""dimension"":1,""tag"":85,""type"":""Circle""}",0.0052587954545291905,13,"{""bbox_mm"":[-17.3500001,-1e-07,6.6499999,-14.6499999,9.5250001,9.3500001],""dimension"":2,""tag"":13,""type"":""Cylinder""}",6,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,29585,43217,4;6;8,4,4,1,-0.006890552976260841,-14.709411077566383,0.8852566943903739,7.62487920910698,-14.645843985819036,0.9372814800500227,8.106943796909306,0.656055813459669,1.0752641900257667,1.5286771737211546,4.0,0.7,1.0,holes,0.006000232712606257,HOLES,0.885277028819554,85,"{""bbox_mm"":[-17.3500001,-1e-07,6.6499999,-14.6499999,1e-07,9.3500001],""dimension"":1,""tag"":85,""type"":""Circle""}",0.006000232712606257,13,"{""bbox_mm"":[-17.3500001,-1e-07,6.6499999,-14.6499999,9.5250001,9.3500001],""dimension"":2,""tag"":13,""type"":""Cylinder""}",6,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,30577,44209,4;8,2,4,2,-0.0032811868206704432,-13.853936836157574,-6.80428415964927,-9.450556177920307,-13.362994667345308,-7.394685330240108,-8.354242485763347,1.5324738825700164,2.7786924961531962,3.6111726687398615,4.0,0.7,1.0,pocket_edge,53.73494289561491,BACKSIDE_MOUNTING_BOSS_CYLINDER,4.583949438387134,180,"{""bbox_mm"":[-16.0000001,-15.8750001,-5.4000001,-15.9999999,1e-07,-5.3999999],""dimension"":1,""tag"":180,""type"":""Line""}",0.009691074697049355,47,"{""bbox_mm"":[-18.6000001,-15.8750001,-10.6000001,-13.3999999,1e-07,-5.3999999],""dimension"":2,""tag"":47,""type"":""Cylinder""}",0,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,31375,45007,4,1,4,2,-3.2505228917072934e-05,13.759332442706441,-15.698316969806202,9.312804173028795,13.499519046431011,-15.256609394321687,8.470751539865885,1.1885460859182286,1.8065949557260748,2.3001378134186106,4.0,0.7,1.0,pocket_edge,33.76093796048045,BACKSIDE_MOUNTING_BOSS_CYLINDER,0.1767096983698727,199,"{""bbox_mm"":[13.3999999,-15.8750001,5.3999999,18.6000001,-15.8749999,10.6000001],""dimension"":1,""tag"":199,""type"":""Circle""}",0.003069908713424551,53,"{""bbox_mm"":[13.3999999,-15.8750001,5.3999999,18.6000001,1e-07,10.6000001],""dimension"":2,""tag"":53,""type"":""Cylinder""}",0,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,33629,47261,4;6;8,8,4,4,-0.017190306012190685,15.378327955576488,-5.0516149251467715,10.485333239217608,14.035723376942531,-4.380542312392683,9.829612803101806,1.7659633832170496,2.81026581512967,4.168499813970568,4.0,0.7,1.0,pocket_edge,25.946224591860144,BACKSIDE_MOUNTING_BOSS_CYLINDER,0.6321586801160255,198,"{""bbox_mm"":[15.9999999,-15.8750001,10.5999999,16.0000001,1e-07,10.6000001],""dimension"":1,""tag"":198,""type"":""Line""}",0.0380949586728243,53,"{""bbox_mm"":[13.3999999,-15.8750001,5.3999999,18.6000001,1e-07,10.6000001],""dimension"":2,""tag"":53,""type"":""Cylinder""}",0,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,33631,47263,4;6;8,5,4,2,-0.015771895609361344,15.291044285031887,-5.348445776601435,10.465948887685501,13.839400651066267,-5.419450292484,9.612965819008402,1.7659633832170496,2.968508562295679,4.168499813970568,4.0,0.7,1.0,pocket_edge,26.171885707511223,BACKSIDE_MOUNTING_BOSS_CYLINDER,0.7215177797523095,198,"{""bbox_mm"":[15.9999999,-15.8750001,10.5999999,16.0000001,1e-07,10.6000001],""dimension"":1,""tag"":198,""type"":""Line""}",0.034162491024946194,53,"{""bbox_mm"":[13.3999999,-15.8750001,5.3999999,18.6000001,1e-07,10.6000001],""dimension"":2,""tag"":53,""type"":""Cylinder""}",0,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284-V03-REFINED,33699,47331,4;6;8,4,4,1,-0.018388458251230852,15.263001293407818,-8.891819231666812,10.45610754995826,13.808631422281888,-9.025504853305765,9.526944452500121,1.779892074542607,3.1514443052230896,4.405895135499717,4.0,0.7,1.0,pocket_edge,28.167690903738684,BACKSIDE_MOUNTING_BOSS_CYLINDER,0.7509141966280592,198,"{""bbox_mm"":[15.9999999,-15.8750001,10.5999999,16.0000001,1e-07,10.6000001],""dimension"":1,""tag"":198,""type"":""Line""}",0.03570060435983517,53,"{""bbox_mm"":[13.3999999,-15.8750001,5.3999999,18.6000001,1e-07,10.6000001],""dimension"":2,""tag"":53,""type"":""Cylinder""}",0,0,0,0,reconstructed retained raw NPZ; exact OCC nearest-entity localization; no remesh/solve/convergence credit,"PRELIMINARY - CURVED-MESH FAILURE LOCALIZATION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
