file,sha256
01_external_sources.kicad_sch,4B61F32D56E2B527B806B61FE83521CE805423B6AE6AB256D52E7DE159811A6F
02_estop_eligibility.kicad_sch,150E44B4FB9B028DC5B5F79A543379A544BAA44A2239655E9AE00345ABDD1E19
03_arm_watchdog_eligibility.kicad_sch,B38ECA77CDE1E7F56E9458FA1F5BB0337F7A1EB6C63320D0678F0C302652854C
04_contactor_edm.kicad_sch,A7D25E6044DBDD3B5C4C76E7885C603090237FB401C628A58CBBAD37156C4E86
05_actuator_interruption.kicad_sch,6109AF94380B0CFB707B3FFD27A6520788094B2B9A135EE5DD728D0E8EB12F7A
06_branches_and_limiters.kicad_sch,D89BB2753A289F8B9363A734DE8AF9191DB91EE59BE50340FBBB997D04665F28
07_watchdog_control.kicad_sch,7672EF495D25738C86E3F88A01D08230843497D6770082E427E03CD986F467E0
08_watchdog_feedback_interface.kicad_sch,B9CBFC008B701421E961B155C07C5BD32701045187E3CB64ADE8A7F3EC8C5FC7
09_compute_and_control_terminals.kicad_sch,A8B6399C93026F9B8CC1B6C2B48C7A403AD5BDE550AA7385825809B850D90C46
10_actuator_interfaces.kicad_sch,4643CC4BC3EE9CEF5BDB2A7279DE7A98351A75249A3D8A813EFB9B45EBF860A3
11_watchdog_pcb_connectors.kicad_sch,348CFC1A91196C3B92D6B38D8FE9E2ABB33E40F1F96B946B98F4CBBA16835445
12_watchdog_pcb_test_access.kicad_sch,96A1CDCA22C056A1B7EA6C04B7BDC5D84143865B4C13811EE7B352EFFAD3E842
bom.csv,F1829919B439476F353F9E24D4A4F60CBFA19D4C8EDBA3E97B97A2ED9C69FCA3
connector-schedule.csv,73A1E30CC9AE415A34E90B069631DCFAAC46F3E8FFEDF8E1929E71B868932A9E
fp-lib-table,99AB16A51A983B9BDFB1C4B4EA83573D611F811D273FEBF4AB70C6987828C1F4
net-schedule.csv,C7EBE46B8A5C241010465D5A3D1B4BDBBF936D065B10E1D5F115DAA28138E8E3
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-01 External listed sources and DC boundaries.svg,7BB18A8081AD43A58C22ECED7DDB2330535B0632B2FB91CE7D29295C013A88FF
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-02 Dual-channel E-stop and RESET eligibility.svg,0901A1101FE57CDF8EA53EF884F57AEE41C87836AEB6DE836BC90210D7DAB5D6
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-03 Distinct ARM and SRA1 diagnostic supply gate.svg,76022230BD9280C18CD62A250453A7E1F308C9E5C6E244AF55DF793DF378A50F
"output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-04 Contactor coils, mirror contacts and EDM.svg",B7271D3A539AEC747AFEEF799CBAB9077AFD762B89326C6CD22523FC32E563CE
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-05 Redundant actuator-power interruption.svg,DF9ED53644E5EA6EA54A6B4AF69937D406893305EB217097E4258AD57F61AD9C
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-06 Protected actuator branches and current-limiter carriers.svg,D90CFE60DF5FFBD71821760B5526F26E5BC046B644FB6CCF5312743E9CB7A931
"output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-07 Independent watchdog power, controller and drivers.svg",07688B08E4B0A450234FA50F37F38246BC253CA088030E5DF5CEEDAE891F92AF
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-08 Calculated dual-channel 24 V watchdog feedback.svg,FF4F10CE3DBA50ADD01A367150F6DA159B7902E524C7FE8855783D20AEFCABF2
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-09 Compute and control terminals.svg,BCD102B0944DF108DB61714487EDF5624C97AC50862AB0AF539FD3422CB16CF8
"output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-10 U2D2, DXL star, actuator ports and bonding boundary.svg",7ABD45D2C5F241083000AC792CED7C827352842E735A37046286FB4136BD5D98
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-11 Watchdog PCB external connectors.svg,F68995B0591E5A15C1C8E7E1F6917102404612E4CF85DB967B02B87BB497CE02
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-12 Watchdog PCB test access.svg,DFAB65D3C77EF6F09FAF02504D0A95E10290407D5F704913372D419C4CD6574E
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate-preliminary.pdf,B9BBF72045612B4FE7FC886FB418C47859A497295F01D2636143DCFF9D676AF0
output/project-button-v3-p1.21-sra1-supply-watchdog-candidate.svg,882D48A8D0540EFEE7B3901A0999259FC4B25F953D28EF30A905D7DF58BEF866
PBV3_Footprints.pretty/Harwin_S1751_46R.kicad_mod,6B19BE34AA0B0478A6521A88DE54EB203F61A110E18005292627BAAFA70A1AFD
PBV3_Footprints.pretty/MKDS_1_2_3P5.kicad_mod,63CC6840A65C371DFAB4602B171151FC12FAE00119F98CB525641015133CA6C5
PBV3_Footprints.pretty/MKDS_1_4_3P5.kicad_mod,498048D4E5AFF7B1A3CCAF7B3555B04878292F07D4CA48D1CCA08F267ADF68EE
PBV3_Footprints.pretty/Murata_GRM21_Reflow_Nominal.kicad_mod,74CC992DE08ABCD1CBE57BAF8E6BBA8A06E5D445E071FCBA0E1940D448C832EF
PBV3_Footprints.pretty/Panasonic_ERJ6_Reflow_Nominal.kicad_mod,9DCE141C20C91CB8675DCF4EA5925F907012D3120562635ECCD293FF686A8086
PBV3_Footprints.pretty/TDK_CGA3_Reflow_Nominal.kicad_mod,48A8194711FAD4FC9007629974A67C713CC1CD0DB386530F2ACC605B980CCA49
PBV3_Footprints.pretty/TI_DBQ0016A_Example_Land.kicad_mod,A5DC0BD756295E87B9AC34CE86CF8A57552A0B59079358B65E6F4879965DDB97
PBV3_Footprints.pretty/TI_PW0016A_Example_Land.kicad_mod,3BC7EEB00817B272C2EEC4F95991769640FD87A81BABF9B07D17219C1EF68F2C
PBV3_Footprints.pretty/Vishay_CRCW1210_Reflow.kicad_mod,2E2A2A45A5499F6FB2CE02D8ECFAE5AB29B349AFEA4FF865545BBF37AFB03751
PBV3_Footprints.pretty/Vishay_MMA0204_IPC_Reflow.kicad_mod,F68B81B587E6F80AB83D808AB6C58D5399194290F748ACD22D3C3641015D9FE2
PBV3_Footprints.pretty/VO618A_Option7_SMD.kicad_mod,98038B6D35BB4B40152960E67BEE5DE773E463F6C49D9489A5455A3C61ECE4E8
project-button-v3-p1.21-sra1-supply-watchdog-candidate.kicad_pro,F16FF07C6D489F8CEE98655C27A7AE2F263E3E131F30558FF778F052C1C58FCA
project-button-v3-p1.21-sra1-supply-watchdog-candidate.kicad_sch,19DBC3AD3700FD626BD1983B305E5FEB65AD25DBC882AAAB07CE820FAE83D36B
project-button-v3-p1.21-sra1-supply-watchdog-candidate.kicad_sym,C224EAE799F1D0F44FCCDD43811555F4E4C86375CD5B5790412DBCC26B848E2E
README.md,535E839A0077B2DBDC80AF757C9A7180409C95499C2F5C68A068EC7335248171
sym-lib-table,D9FAA5F1BF84AD76587079C0065440FE4DD26966AC262C5171F530FFF0F2AF58
unresolved-selections.csv,AAA30ED5538E6006987F8DE3A38054B71D767E280C7E83E51E632A3D4E3B7698
validation/kicad-cli.log,F91038FC6D9286C739C7C7F9CDA86C14DAC6C5BE843A77E18D7B6E747C776C4D
validation/project-button-v3-p1.21-sra1-supply-watchdog-candidate-erc.rpt,3CD6EC4582E26A873E20F4C30D82CF5AE219AC53BC4C704853751395886E82BA
validation/project-button-v3-p1.21-sra1-supply-watchdog-candidate.net,3955ED2C41240F7421376520CD094E87F8532F7DA4A87946BEF12CA33F7E0C89
wire-number-table.csv,51D0A905708AAEBC4735D5DA770CD73CC886FBA26E326F9711F5D81367601E74
