path,bytes,sha256
acceptance-matrix.csv,2984,04109932604c5c1ec3ac3f857b8223ec836d1e4359b2ff824a5c19b273112821
fit-and-acceptance-form.csv,2466,e631851b5774b81160f94955aa8f1bef14a3424e976779089d1f1742f6c868d3
hardware-candidate-register.csv,1640,a601b6fe37b304333d7b7eeeebc391c00dffd200789142bcb67bea34f300f9bf
hole-coordinate-register.csv,1870,56473a47561eeace3b6ebbd7faa693997471c8e99297aa7e78f3024282d50394
index.html,10778,1157fc586cfd2c036fca0ff2edd43c83cdc7db088a9a2173e8d74497d19d0f74
package-status.json,1136,6fd676d70a3d0a1ac9379bbbb9e63b33ca778910dd3bcff7f150e5c99f96ca3e
README.md,540,ae69de72d9dfa673f69acba1dd7ae5280ae482fdbda8ccbe061179eaea55b0d0
source-register.csv,3501,d79b18b8ce8eed194243b694be8bec0ed2496e5f649c332118bf0ee6d0fad4a2
stack-calculation.csv,1678,0534e59038a631488200e0195696422b204fdf6098c200f8593a58dcd33c5a32
unresolved-selections.csv,2711,7ef698abd815cdcfa0237729b788eff5de4617eea006206896229837da3535c3
