scope,zone_id,bin_lower_inclusive,bin_upper_inclusive_last_otherwise_exclusive,count,fraction,total_tetrahedra,minimum_sicn,fraction_below_0p20,exact_zone_volume_mm3,effective_h_mm,global_gate,monitored_zone_min_0p20_gate,warning
GLOBAL,ALL,0.0,0.1,0,0.0,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.1,0.2,0,0.0,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.2,0.3,110,8.837925305069112e-05,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.3,0.4,744,0.0005977651297246746,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.4,0.5,2906,0.002334819176048258,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.5,0.6,9529,0.00765605365745487,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.6,0.7,46724,0.037540292904913564,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.7,0.8,206508,0.1659183889908375,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.8,0.9,559386,0.4494374258819446,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.9,1.0,418729,0.33642687500602586,1244636,0.2039778072115525,0.0,83642.81779183073,0.4065638548949361,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.0,0.1,0,0.0,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.1,0.2,0,0.0,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.2,0.3,95,0.00012893366430831161,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.3,0.4,390,0.0005293066218972792,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.4,0.5,728,0.000988039027541588,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.5,0.6,4662,0.006327249926372092,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.6,0.7,27139,0.03683295490171862,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.7,0.8,125766,0.17068917079367493,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.8,0.9,339310,0.460510333015297,736813,0.2039778072115525,0.0,81022.70067694575,0.4790893077743322,PASS,PASS,"PRELIMINARY - PREREGISTERED SEAM-FREE JACOBIAN SUCCESSOR EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
