path,bytes,sha256
acceptance-matrix.csv,2426,9e2a404fe77af0b407e9d179be6c366db536fdbaa340172b8ba1fad2650695f1
administrative-correction-register.csv,1660,51a5a2e745fca1d4f4a13bd138e48615913e2cb753d64f8a713169d53b82685a
datum-gdt-disposition.csv,2283,87b6b0ddf5195af90692bf501efa12e1cba2c7990d244d9e7920ac9794a73cb3
joint-verification-matrix.csv,2580,096e39529dd33c21520808977fdd80467f84dc4af6ae4fa22b889a789588ee77
MV0-C01_shop-drawing_P0.2.svg,18167,943f4a84968f519c92afa5077f1b95df50bb2216be667901aee7b161becd5303
MV0-C04_shop-drawing_P0.2.svg,15849,5848652b7915fd1836caa390f6830d433879561908d3101d0068ffe21c803643
MV0-C05_shop-drawing_P0.2.svg,15189,9311b6ea830bdc016aa286a75ecbf5a0559c8e668a0f1b4ea0d383a14ba5aff9
MV0-C06_shop-drawing_P0.2.svg,18849,61326b9e7b7b88389e3bbaeaa16926d510973b0b3d62f358416fc7d44bc47a69
MV0-C07_shop-drawing_P0.2.svg,18873,278ddd9e1b00667d64ea557283b057518aa442101f724b56692aa7c66855bac7
nonconformance-workflow.csv,2179,3a42e904b372153b72a57a320aa086fef9a9d00ba81e3a9b6d7d0f8dea47996d
open-holds.csv,3211,54374f2e639152ef7128826623f6cd4cfc162a1528d4ab09b54aa98c1cba9154
package-status.json,1174,5c931d4fea70a388c5e08e3e75f2cf91ccbcf7e0180199243c63c02308ecd8fb
provider-capability-questionnaire.csv,5176,9e0455e7a7fe1e3da238aad8fb1f4b5c21c776c48bf226a8b8ef442a2cb33100
README.md,501,ce9a394d4c1f39281eabe3b97ac1d09e155c658c36c43ff13020b6b32bfc6072
rfq-cover-sheet.csv,2782,921ece9bc6827240d7d49ee02ab5727777011f9abcd49a47a3597057d846f234
rfq-payload-manifest.csv,5375,894b8e5fd470689a4ddfbd2d73dc7bba7a34cf2cd9bb0a1031e621fb41a55b42
source-binding.csv,4716,cf4340a4fe72ff673f92852d3340a2acbf98821ad1804d2a7aec9417fa8c2599
title-block-register.csv,1732,133d9bb9b2788eb264ec4216ecfaa4ea8b6c882252e6deb47e741fc2a50c233c
tooling-consumables.csv,2917,28c0da47f95d871c4f7037431e1211c6d208dd12c6dfc79213ae05594032a109
unpowered-assembly-sequence.csv,6088,ca614a33bed82f8a3c5fb749b11f1475393398ec7145306a3763f0d4e61835ec
