path,bytes,sha256
acceptance-matrix.csv,2854,c29ce5986a63b2615b1790d305ed0e4ed107978fee143507e3658992452953b5
constraint-matrix.csv,1876,2b1f80f1be3cc90a2808f70f6dd75b6de094fd23320c5283761c7e1d6af73f90
constraint-proof.json,794,eae7adec5a66b1f00c640004c3f9a5789cfc85923a1e2896cdf9835dfca9eed0
contact-zone-register.csv,3116,76250287db643278747298264c7fa49058b32a103ccadcc291a0f2d16b1f9bc4
HR-V0_joint-stack-fixture_P0.2_review.glb,4695096,82ae39d4036c3ff1485c8c58da5da93bf78aebd2311cb67136600bd875eb6a0c
HR-V0_joint-stack-fixture_P0.2_review.step,3121507,a2de1208717c0cdeb5fbdf5413934abb8e118d4595733c29ad7b9cea121769c4
index.html,36859,3a9f07ef2475690967b569178b58dd5f2e4958178f1225f507d78d46ad2e60cd
keepout-register.csv,2047,62e87edd50b2cd443ac40d9ecc01c1579aaf4473a2d45b9b546e983f50aa3950
manufacturer-evidence.csv,2226,40fea079fe33e92793612f4060a50674f5d13c7509d6220ac3a7ef45bf90b685
open-holds.csv,3810,e56d9ee95c05221f797ac1c00a8ad9b1a57dfe445e1ce150d73b4b341bdcfd32
package-status.json,1203,85b261063f3d2710f7060ceed93132391ad22c0998ec1908807a3b55b6eae3e4
README.md,298,273679feaf6ef8973fafb849ca599760c582d48ff4a096cad4e2e5ce572608ad
selection-register.csv,3440,b4e4e135c36ad2988ac17a55d92040c3b2abb509d3b750d9e529c2cabed49f0f
source-binding.csv,2134,711509a763501171fd71cf8141aab63c66a7be5016b33280ade68ac161e3f02a
supersession-disposition.csv,568,13ec7389520cfb87b102f0c622b787fd8e36a26f1697691d79fefb1455fd6455
temporary-stack-instruction.csv,4126,29eef176dfd7795381f8482b090982cde0273a0097a7d8aa6f337e72412fba0a
