axis_id,bus_id,actuator_model,current_limit_raw_candidate,candidate_current_a,published_stall_current_a,published_stall_torque_nm,transmission_ratio,transmission_efficiency_assumption,current_limited_linear_endpoint_nm,development_endpoint_screen_nm,endpoint_to_screen_ratio,screen_result,output_no_load_speed_deg_s,connector_catalog_boundary,calculation_boundary,authority,warning
WAIST_YAW,RS-WAIST,ROBOTIS XM540-W270-R,929,2.499010,4.400,10.600,1.000,1.000,6.020342,0.000000,N/A,NOT APPLICABLE,180.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HEAD_PAN,TTL-HEAD,ROBOTIS XC330-T288-T,700,0.700000,0.880,1.000,1.000,1.000,0.795455,0.000000,N/A,NOT APPLICABLE,426.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
HEAD_TILT,TTL-HEAD,ROBOTIS XC330-T288-T,700,0.700000,0.880,1.000,1.000,1.000,0.795455,0.090022,8.836224,PASS,426.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
L_SHOULDER_PITCH,RS-LARM,ROBOTIS XM430-W350-R,743,1.998670,2.300,4.100,1.500,0.850,4.542629,2.511937,1.808417,PASS,184.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
L_SHOULDER_ROLL,RS-LARM,ROBOTIS XM430-W350-R,743,1.998670,2.300,4.100,1.500,0.850,4.542629,2.452503,1.852242,PASS,184.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
L_ELBOW_PITCH,RS-LARM,ROBOTIS XM430-W350-R,743,1.998670,2.300,4.100,1.000,1.000,3.562847,1.039956,3.425959,PASS,276.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
L_WRIST_ROTATION,TTL-LDIST,ROBOTIS XC330-T288-T,700,0.700000,0.880,1.000,1.000,1.000,0.795455,0.265096,3.000628,PASS,426.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
L_GRIPPER,TTL-LDIST,ROBOTIS XC330-T288-T,700,0.700000,0.880,1.000,1.000,1.000,0.795455,SELECTION REQUIRED,N/A,NOT APPLICABLE,426.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
L_HIP_YAW,RS-LLEG,ROBOTIS XH540-W270-R,929,2.499010,4.900,9.900,1.000,1.000,5.049020,0.000000,N/A,NOT APPLICABLE,234.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
L_HIP_ROLL,RS-LLEG,ROBOTIS XH540-W270-R,929,2.499010,4.900,9.900,2.000,0.850,8.583334,6.241573,1.375188,PASS,117.000,JST EH 3 A SERIES BASIS; APPLICATION DERATING/THERMAL PROOF OPEN,LINEAR INTERPOLATION TO PUBLISHED 12 V STALL ENDPOINT; NOT CONTINUOUS TORQUE OR EXTERNAL-CURRENT PROOF,"NO CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CURRENT/TORQUE ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
