screen_id,item,demand,capacity_or_limit,ratio,result
ADP-LC-01,proof-screen moment,17.8854 N m,3.0 x R57 2.25 gravity screen,1.0000 applied,PROJECT PROOF LOAD CANDIDATE; QUALIFIED ACCEPTANCE OPEN
ADP-LC-02,M5 thread-root shear,894.27 N per screw,2638.9 N from 4.0 mm project root and 0.30 x 700 MPa,2.95,ANALYTICAL SCREEN PASS; NOT AN ALLOWABLE
ADP-LC-03,M2.5 thread-root shear,558.92 N per screw,659.7 N from 2.0 mm project root and 0.30 x 700 MPa,1.18,ANALYTICAL SCREEN PASS; NOT AN ALLOWABLE
ADP-LC-04,adapter punching shear below M5 countersink,8.4845 MPa,120.0 MPa project screen from required 240 MPa MTR yield,14.14,ANALYTICAL SCREEN PASS; MTR/FAI/PROOF OPEN
ADP-LC-05,average annular pressure under M5 head,19.4055 MPa,240.0 MPa required MTR yield,12.37,ANALYTICAL SCREEN PASS; CONICAL CONTACT/PROOF OPEN
ADP-LC-06,M2.5 hole bearing,24.8408 MPa,240.0 MPa required MTR yield,9.66,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-07,M2.5 edge tear-out average shear,4.6693 MPa,120.0 MPa project screen from required 240 MPa MTR yield,25.70,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-08,adapter net-section average stress,2.9156 MPa,240.0 MPa required MTR yield,82.32,ANALYTICAL SCREEN PASS; PHYSICAL PROOF OPEN
ADP-LC-09,20-2040 M5 internal-thread shear,894.27 N,6856.9 N R56 conservative inferred capacity,7.67,ANALYTICAL SCREEN PASS; RECEIVED THREAD/PROOF OPEN
ADP-LC-10,20-2040 strong-axis bending,7.8865 MPa,172.37 MPa published profile yield,21.86,ANALYTICAL SCREEN PASS; JOINT/DEFLECTION/FATIGUE OPEN
