path,bytes,sha256
acceptance-matrix.csv,2455,bf8abfe4422d554376414547c13a65f617454bda1eb11e9be9624c48330d1f38
assembly-mass-closure-template.csv,937,b959dbdf1ec4004e2f7b7fadb8ee851d6cd72a005042980288757cffa371e145
calculation-contract.csv,1572,5379fd494bc8e4235c30592b4a755e3ba1db0a690efc633d13d7ff1d607a5a44
index.html,87645,56a1f97f31446f3359a47932c1c9e343f4714d5cee9dbc5478d6bf0de4fa4618
inertia-result-template.csv,1268,287aeee1069996c00167692b79669a0052dcdf68722d63346ad4bdc294565728
instrument-register.csv,2087,916abd7d1d85effc776bb1c24ebff04ac26f5e354e02f1bc0ee8486d91c5c9ac
ledger-coverage.csv,4653,3bf4a4ab3d8211d5092b4d0df8980aa8ec74a46254a8e1796c97f11b9b8e289e
loose-mass-result-template.csv,3023,2bf1f4a086ca4c3f15d94d32e07f54be3796b02873a5574248598cd2f1157ee3
mass-repeat-template.csv,25797,b12611d040ecb35e45f5745bfa23092e785ecc22ecd0b97c124b576b1186ea15
measurement-configuration.csv,1119,459c4b417e3c00d70a2e55fe15044fd84775db3f16c66f743999b5532373ed16
open-holds.csv,3204,6ac29bdb861f5c6bf12049b5b4425b05b9db9ad82de635c85e427fd16fbe21e4
package-status.json,836,f093fb8ed2e34ba2a055453618620f583371dd15df964eca07a700294ab2dbee
pendulum-calibration-template.csv,857,d64c19bb4e5b3c41f4f680638680a0bfeb02db5a9ab392a6ebadbf646d78111f
reaction-com-template.csv,1737,412e1d7355d93103c09ecd54576c64952aa937fc184898d7ac7b9e99ff61f4bf
README.md,404,bcc1516b00488a00e8a8b8d2bb8041253db4a30081dcc777e4dce076505dc997
source-register.csv,1430,4e56eaf030f39986cf4ecbe0e958cf7dde59b831154cd5e02e0dfa0fb8f79ce1
uncertainty-budget-template.csv,3935,d8530d07e3698e97f5f1856116bad70d9052475db70d9254adc04de6ce05142c
