stock_id,stock_length_mm,cuts_mm,used_mm,offcut_mm,state
GSK-01,2000,970+970,1940,60,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-02,2000,970+970,1940,60,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-03,2000,970+970,1940,60,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-04,2000,970+970,1940,60,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-05,2000,970+970,1940,60,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-06,2000,970+970,1940,60,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-07,2000,485+485+485+440,1895,105,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-08,2000,485+485+485+440,1895,105,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-09,2000,485+485+485+440,1895,105,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-10,2000,485+485+485+440,1895,105,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
GSK-11,2000,440+440+440+440,1760,240,PACKING SCREEN; SAW KERF AND RECEIVED LENGTH OPEN
