scope,zone_id,bin_lower_inclusive,bin_upper_inclusive_last_otherwise_exclusive,count,fraction,total_tetrahedra,minimum_sicn,fraction_below_0p20,exact_zone_volume_mm3,effective_h_mm,global_gate,monitored_zone_min_0p20_gate,warning
GLOBAL,ALL,0.0,0.1,6,6.325577472510095e-06,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.1,0.2,18,1.8976732417530283e-05,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.2,0.3,118,0.00012440302362603186,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.3,0.4,437,0.0004607128925811519,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.4,0.5,1541,0.0016246191475230093,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.5,0.6,11362,0.01197853520710995,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.6,0.7,60006,0.06326210030257345,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.7,0.8,196553,0.2072185381590461,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.8,0.9,397878,0.4194680189345619,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.9,1.0,280611,0.29583777002308836,948530,0.0943367575491727,2.530230989004038e-05,83642.81779183072,0.4451016401424947,FAIL,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.0,0.1,0,0.0,514377,0.17543492455405,9.720496834034182e-06,81022.70067694574,0.5400596425698392,PASS,FAIL,"PRELIMINARY - PREREGISTERED PE-JUNCTION MESH-METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
