file,bytes,sha256,warning
README.md,839,94889d04f59bb00cad918ea9893f3c157a86a6a980df744b946aa83fb2681d35,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
axis-control-results.csv,19556,b7a5d83029d02e213f7607c43b1aa086fce8ce26c3ab7ae9a1044695e9121cc1,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
control-samples.csv,322359,6f18e79d7e14523a411ffb23461d163dd6353f0dd9299a31211c79f7a1c7f07e,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
control-successor-source.py,18993,3ed838ce6248a4f48340074e872b6b24531851208006f2d30f5a014df3eeaff7,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
control-successor-status.json,957,2680dadb8aa2f1ea23a7a1865b66952238d0827559027aabe1c762e818751dcc,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
controller-candidate.csv,494,574d2d32d25cfb0a65dc563acb99187720c8e11f5de8668fc5edb75f285a443d,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
hr30_tether_hip4_control_candidate.xml,22646,b565c66ca3f597132800c4e5b687be1e7a51e66360d5151dcfa860904f4e16b7,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
index.html,5660,6e46f04f65a1ee669b26a561d75a1d9aec788521cd04755e1797dff890a84dc6,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
open-holds.csv,1658,2a1dacd38c99cb2b4702b26d7adb46db7daa5812e4aad54629965b520bb428ba,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
runtime-provenance.json,622,ef9dc333f2f393dd04d10cbc6049c58c891c6c859cf5fe11b73410e12ecc89f6,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
sequence-control-summary.csv,1229,c76c75d6860cda8212c74e93b24890e47cd3db0f0efae5ef8b1d25bea715cbe0,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
source-binding.csv,2330,159a161c6741d421088eac86a4696b6a88e80c48b425ba51f179a88c0e9e630d,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
torque-margin-register.csv,2377,bda0a3aee94833984c834f20255eaf8feec119c2218bc4060483beff95ea1723,"PRELIMINARY - WHOLE-BODY CONTROL CANDIDATE ONLY - NOT APPROVED FOR CONNECTION, POWERED TESTING, MOTION, WALKING, OR ENERGIZATION"
