path,bytes,sha256
acceptance-matrix.csv,4481,f059a9af71f787a237823bada461573c0c9ca9adeeba92acf0eddf43d39243c2
cut-crimp-schedule.csv,3690,907440c6c7d89f735015459690888a5165200e8574f807cc9ed42a8d3a94a55b
harness-bom.csv,1571,33a3a84c0c83f822ae32d07c6cc05c30e85dacfddc60119b06849d62f67de46c
harness-schedule.csv,1853,839c56582010a24c98e74b3860929fbde2587a0c73c3c07a76fd2368ee3a6c67
harness-topology.svg,2412,be782dfde33b49693f18e1843ac6c871a77ed10c9d70c4c7bfdf0af531c56f97
index.html,9930,42fb24be4c7c1ae5c0b37c2d2accae8854bd3a6b0505f008bd07f2eeb90df68e
interface-control.csv,7428,8f423d3f2712c9c5bdf33a71d74f9efee0d98b897bbca88fa666dd855a5d6854
manufacturing-process.csv,3810,3c26a85d42f2c619530c5425bfc4cecfc66ab0e792d394aca8b113d934268a98
open-holds.csv,2815,ae4eabd4d124624a61f23859ec0a08f315cfb1b991c0ad30f4ceaa0540a621c2
package-status.json,1548,6e2fb896a00912407e29b38060efbcc285298b2589c6452caa0b608427d5f089
placement-candidate.csv,874,1b9560f4453bcb7d6b0fa000b53aa218e268f2eecb9e76177e87184098de8a83
primary-source-register.csv,3608,3fb51aa5d1df89795bffb0056930049486d8c4dc101421eb499ed43d71c3972c
README.md,364,27e7482338b5d3be0256d8b0ce0f8d3b8392f1513a147d02ea06fb382e684c54
route-lower-bound.csv,2198,9474c8a0ac09827134b12133abd0c1f3136f20f21991ee47e7b7889f6dc2e252
stale-placement-collisions.csv,2833,8c9ff806724f6228df52b736b54411f5c2d72ba2821d4b0dc1298deb24e682ea
