zone_id,exact_occ_volume_mm3,tet10_q8_integrated_volume_mm3,relative_error,credit,warning
C07-MATRIX,81022.70067694575,81020.35960030035,2.889408308836649e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PE-FUSED,253.10657525325172,253.10658070867095,2.1553842376536703e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07-PF,398.5015926535899,398.5015872124509,1.3653995678048099e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-LIGAMENT,276.0674544342032,276.0674802760099,9.360685685369468e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-SINGULAR-RIM-BACK,15.665101153891095,15.665010347744216,5.796716279525507e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E1-SINGULAR-RIM-FRONT,23.931415159004594,23.93086857692346,2.2839521921442523e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-LIGAMENT,276.0674544342032,276.06748027612684,9.360728039841434e-08,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-BACK,15.665101153891094,15.665007580300147,5.973379298838264e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-FRONT,23.931415159004537,23.930868576921352,2.2839522007100522e-05,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-LIGAMENT,316.782495224727,316.7825813531035,2.718848984712428e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-BACK,8.75637807312863,8.756298004465172,9.144039098012367e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-FRONT,8.756378073128596,8.756298691377776,9.065591978523412e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-LIGAMENT,316.782495224727,316.7825813531035,2.718848984712428e-07,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-SINGULAR-RIM-BACK,8.75637807312863,8.75629800447319,9.144038182282747e-06,CURVED-MESH GEOMETRY CONSERVATION SCREEN ONLY,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
