scope,zone_id,bin_lower_inclusive,bin_upper_inclusive_last_otherwise_exclusive,count,fraction,total_tetrahedra,minimum_sicn,fraction_below_0p20,exact_zone_volume_mm3,effective_h_mm,global_gate,monitored_zone_min_0p20_gate,warning
GLOBAL,ALL,0.0,0.1,0,0.0,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.1,0.2,1,8.21922987459921e-07,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.2,0.3,111,9.123345160805123e-05,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.3,0.4,798,0.0006558945439930169,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.4,0.5,2921,0.002400837046370429,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.5,0.6,9854,0.008099229118430062,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.6,0.7,46817,0.03847996850391112,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.7,0.8,200385,0.16470103784215626,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.8,0.9,545730,0.44854803194650267,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
GLOBAL,ALL,0.9,1.0,410042,0.3370229456240409,1216659,0.18870778466111174,8.21922987459921e-07,83642.81779183073,0.4096565727752404,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.0,0.1,0,0.0,708584,0.18870778466111174,1.4112652840030258e-06,81022.70067694575,0.48536872754399313,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.1,0.2,1,1.4112652840030258e-06,708584,0.18870778466111174,1.4112652840030258e-06,81022.70067694575,0.48536872754399313,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.2,0.3,95,0.00013407020198028744,708584,0.18870778466111174,1.4112652840030258e-06,81022.70067694575,0.48536872754399313,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.3,0.4,433,0.0006110778679733101,708584,0.18870778466111174,1.4112652840030258e-06,81022.70067694575,0.48536872754399313,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.4,0.5,737,0.00104010251431023,708584,0.18870778466111174,1.4112652840030258e-06,81022.70067694575,0.48536872754399313,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.5,0.6,4813,0.006792419811906563,708584,0.18870778466111174,1.4112652840030258e-06,81022.70067694575,0.48536872754399313,PASS,FAIL,"PRELIMINARY - PREREGISTERED SEAM-FREE PE MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
