relative_path,sha256,bytes,warning
actual-quadrature-jacobian-register.csv,75931ce293c6099328d4ff9cae21c3b7e4086e6ab96f02abcc73bf8d79f80809,23196,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
analysis-status.json,a06de05df183c45ddfc70778ecdfe794e5a75eaa563348690f64d24aef638bfe,1784,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
c07-conformal-zone-mesh.msh.gz,b5c065b5c53afb8326f5866c6be10a7ba18b2b85e87f38c9e992d8ce1c91de60,49255863,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
execution-provenance.json,e5deed33ab70f6f04a6e2f265d456ea2776dd4daafa3d2ef61527ccc21537ec6,2149,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
open-holds.csv,dcb98ac2f46cbaab65deb204ae27401777238e4f237786f2007196ec3aa90d42,2249,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
raw-conformal-zone-mesh.npz,faf599d052a2550a84b81bfb46be4f28b36b8366a282c8622231f7b3854291b0,60478392,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
README.md,b892ce5c89c0464e52c567b2ac29e77c8b276b96c5034ae90b0553bf019c6853,782,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
sicn-histogram.csv,96cdf4d62635ffb78b21070f9aa152552b31e46f8d506abad2a34c98f50d6b70,90137,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
zone-quality-summary.csv,bbea81f64b25d2d6dec71700a464ee2d9f05b7f2e48be594a5ff3fb7c41b0d06,6902,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
zone-volume-integration.csv,650ab5275e24386c570205a85a154006285bbd90b851f070bcd881b572f9e8a2,8434,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
