file,sha256
01_star_injection.kicad_sch,60EBBDB5E63419B2AE97680F4611FD12251F465536C83C5CAF1BAB255084A9E5
bom.csv,14CF6C2733824AD5C2FA67D3C5AB354753D3EED91519C30ED7A035BCD0CB4DA4
connector-schedule.csv,06F702AF82CCDB8980AB3AA4FDEBB7F051E5344DFCBEAA49B54A4ED7A897853C
fp-lib-table,A95C739F2B20EDF14891FF1A31AB84B4F4C070EEBBEB6C400D5A115510262CFF
hr-v0-dxl-star.kicad_pcb,E68DA860DA10E70801E140A6600C9165B3A75E533572A60CE300C1A39B4C62BB
hr-v0-dxl-star.kicad_pro,1DA77FD12564D3FF268C576687722F58C9055CAD0D4A15E7E2A5DF04BBAF2FDF
hr-v0-dxl-star.kicad_sch,FCDE028670EFAB1E620D0FF74E8B2A955A745C41830C78E072C1FB8CC9FCDAC1
hr-v0-dxl-star.kicad_sym,B57DBB66C27A0D5164D00E2478CACC4A5B8D8EC7ADCB42CFA28F1FC9B1F518B9
output/hr-v0-dxl-star-01 Three-branch DYNAMIXEL TTL star injection.svg,01E7A70BC7D1D435C3A9914F9D73EADEBB6293F532FE7CD2DF7DC05CE51F547C
output/hr-v0-dxl-star-bottom.png,7E99AA49ED979510858939C6F0F7EAFF9DBF863BA5B1BBB299BE48FA4A3CCA51
output/hr-v0-dxl-star-preliminary.pdf,53EA282E2011CB683D7AA1C3EA5748E12920DF26D3875F9C326F4D5FF5450FF9
output/hr-v0-dxl-star-top.png,DAC96CD1284304D72CD54B67DF9B736D00E50E86F8BB7A157A41CC31F7F07093
output/hr-v0-dxl-star.svg,4C9A1E1E800423519C763A3F3B5AF89173B60C9AD04401B89EA31AEF4B2E290D
README.md,39668CC50C4CF9F14AB936C77C969332C226451FB33057EF9A4523C3BD20392A
sym-lib-table,977ED20FD783E9C79ECC826FCAA4EA28A0148424A8233441A5C720BB6E4C7A05
validation/hr-v0-dxl-star-drc.rpt,A8F07053E39EB19484E2C72E22F25F28B879031DD5C8213F0026ACAD99E47A7E
validation/hr-v0-dxl-star-erc.rpt,FAEADABCDE55A04DBEBCBE57C7E38D88B84AE9D6FDBFEB24A4293B15D8A7C525
validation/hr-v0-dxl-star.net,90E48B88D7F213AF27DF7E4F295BE47F9BF8643F6E8C6273848D5FF787B78E81
validation/kicad-cli.log,D703C704565B9444F51ED426E02988301791028729E4355F40BEFD32F5DCC693
