pair_id,axis_id,bus_id,positive_net,return_net,source_boundary,inline_transition,destination_connector,destination_contacts,one_way_planning_length_mm,round_trip_planning_length_mm,length_basis,conductor_selection,authority
PAIR-L_HIP_YAW,L_HIP_YAW,RS-LLEG,L_HIP_YAW_VDD,RS-LLEG_RET,J-WPS-RS-LLEG-OUT-1,J-TR-DYN-L_HIP_YAW MATES J-TR-PIG-L_HIP_YAW,J-ACT-L_HIP_YAW,1=RETURN; 2=VDD,145.546,291.091,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-L_HIP_ROLL,L_HIP_ROLL,RS-LLEG,L_HIP_ROLL_VDD,RS-LLEG_RET,J-WPS-RS-LLEG-OUT-2,J-TR-DYN-L_HIP_ROLL MATES J-TR-PIG-L_HIP_ROLL,J-ACT-L_HIP_ROLL,1=RETURN; 2=VDD,125.862,251.724,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-L_HIP_PITCH,L_HIP_PITCH,RS-LLEG,L_HIP_PITCH_VDD,RS-LLEG_RET,J-WPS-RS-LLEG-OUT-3,J-TR-DYN-L_HIP_PITCH MATES J-TR-PIG-L_HIP_PITCH,J-ACT-L_HIP_PITCH,1=RETURN; 2=VDD,106.339,212.678,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-L_KNEE_PITCH,L_KNEE_PITCH,RS-LLEG,L_KNEE_PITCH_VDD,RS-LLEG_RET,J-WPS-RS-LLEG-OUT-4,J-TR-DYN-L_KNEE_PITCH MATES J-TR-PIG-L_KNEE_PITCH,J-ACT-L_KNEE_PITCH,1=RETURN; 2=VDD,114.122,228.244,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-L_ANKLE_PITCH,L_ANKLE_PITCH,RS-LLEG,L_ANKLE_PITCH_VDD,RS-LLEG_RET,J-WPS-RS-LLEG-OUT-5,J-TR-DYN-L_ANKLE_PITCH MATES J-TR-PIG-L_ANKLE_PITCH,J-ACT-L_ANKLE_PITCH,1=RETURN; 2=VDD,267.754,535.508,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-L_ANKLE_ROLL,L_ANKLE_ROLL,RS-LLEG,L_ANKLE_ROLL_VDD,RS-LLEG_RET,J-WPS-RS-LLEG-OUT-6,J-TR-DYN-L_ANKLE_ROLL MATES J-TR-PIG-L_ANKLE_ROLL,J-ACT-L_ANKLE_ROLL,1=RETURN; 2=VDD,287.696,575.392,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-R_HIP_YAW,R_HIP_YAW,RS-RLEG,R_HIP_YAW_VDD,RS-RLEG_RET,J-WPS-RS-RLEG-OUT-1,J-TR-DYN-R_HIP_YAW MATES J-TR-PIG-R_HIP_YAW,J-ACT-R_HIP_YAW,1=RETURN; 2=VDD,145.546,291.091,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-R_HIP_ROLL,R_HIP_ROLL,RS-RLEG,R_HIP_ROLL_VDD,RS-RLEG_RET,J-WPS-RS-RLEG-OUT-2,J-TR-DYN-R_HIP_ROLL MATES J-TR-PIG-R_HIP_ROLL,J-ACT-R_HIP_ROLL,1=RETURN; 2=VDD,125.862,251.724,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-R_HIP_PITCH,R_HIP_PITCH,RS-RLEG,R_HIP_PITCH_VDD,RS-RLEG_RET,J-WPS-RS-RLEG-OUT-3,J-TR-DYN-R_HIP_PITCH MATES J-TR-PIG-R_HIP_PITCH,J-ACT-R_HIP_PITCH,1=RETURN; 2=VDD,106.339,212.678,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
PAIR-R_KNEE_PITCH,R_KNEE_PITCH,RS-RLEG,R_KNEE_PITCH_VDD,RS-RLEG_RET,J-WPS-RS-RLEG-OUT-4,J-TR-DYN-R_KNEE_PITCH MATES J-TR-PIG-R_KNEE_PITCH,J-ACT-R_KNEE_PITCH,1=RETURN; 2=VDD,114.122,228.244,POWER-CORRIDOR START TO AXIS DATUM PLUS 28 mm LOCAL LOOP; CUT LENGTH/SLACK NOT RELEASED,CANDIDATE SPLIT: CF130 MOVING PAIR + FIXED MICRO-FIT TRANSITION + RESTRAINED ALPHA 3051 PIGTAIL; NOT RELEASED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
