assembly_id,circuit,from_connector,from_contact,to_connector,to_contact,signal_or_fault,conductor,shield_or_drain,continuity_target,state,warning
CK-01,1,KEYSIGHT + RED,4 mm plug,JPS,1,CAL_HI,red 18 AWG,NOT PRESENT,<1 ohm after lead-null; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-01,2,KEYSIGHT - BLACK,4 mm plug,JPS,2,CAL_LO,black 18 AWG,NOT PRESENT,<1 ohm after lead-null; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-02,1,JDUT,1,POD JIN,1,CAL_HI,white 22 AWG,CUT BACK AND INSULATED BOTH ENDS,<1 ohm after lead-null; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-02,2,JDUT,2,POD JIN,2,CAL_LO,black 22 AWG,CUT BACK AND INSULATED BOTH ENDS,<1 ohm after lead-null; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-03,1,JDUT,1,POD JIN,2,CROSSED HI TO LO,white 22 AWG,CUT BACK AND INSULATED BOTH ENDS,<1 ohm after lead-null; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-03,2,JDUT,2,POD JIN,1,CROSSED LO TO HI,black 22 AWG,CUT BACK AND INSULATED BOTH ENDS,<1 ohm after lead-null; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-04,1,JDUT,1 EMPTY,POD JIN,1 EMPTY,CONTROLLED HI OPEN,NO CONDUCTOR,CUT BACK AND INSULATED BOTH ENDS,>10 Mohm; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-04,2,JDUT,2,POD JIN,2,CAL_LO,black 22 AWG,CUT BACK AND INSULATED BOTH ENDS,<1 ohm after lead-null; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-05,1,JDUT,1,POD JIN,1,CAL_HI,white 22 AWG,CUT BACK AND INSULATED BOTH ENDS,<1 ohm after lead-null; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
CK-05,2,JDUT,2 EMPTY,POD JIN,2 EMPTY,CONTROLLED LO OPEN,NO CONDUCTOR,CUT BACK AND INSULATED BOTH ENDS,>10 Mohm; actual recorded,NOT EXECUTED,"PRELIMINARY - UNBUILT OFF-ROBOT CALIBRATION CABLE AND FAULT-ADAPTER KIT - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, ROBOT CONNECTION, POWERED ROBOT TESTING, MOTION, WALKING OR ENERGIZATION"
