relative_path,sha256,bytes,warning
acceptance-matrix.csv,52e006e7e898e05ccfa906a8c846eaeca4ffaa5f07fc5c37dfa8c23ab6f5edaf,3100,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
artifact-binding.csv,6727314de396769bc96ceea3f7765bc56c0a4404d914169d6d47bbf1635616b7,3063,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
bumper-test-candidate.csv,c3c911c1946e6a2755aa6cb13467ad43e0b367a87963b52e02c1745be707a3f9,550,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad-contact-normal-evidence.json,fe50334ddecddf8408cbfcb37d6fa73efb0bb6c7b5ba71e73a41e3647cb6ea87,2925,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
corrected-static-stop-screen.csv,9af68978b8776db1195dc7f04c0dddedd89b132cb694d6d49356ff67946751d9,1145,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
design-change-register.csv,5c7a874f721299bfe180da2f7043b881297a3efa7a8c3a4856fbd51c8d7d6763,1098,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
impact-energy-sensitivity.csv,a4f669e9a14817864dcd73b3fc8cf9f1451ea10a847b35f5cf283fa9641c54eb,3448,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
index.html,a861ef8d4b9555ade4b59af84d38c34828070e4a5a7559ba351fdadc636f73ed,16679,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
open-holds.csv,c8353f1b6b91b50c5a84673b1be7d4b152d19404ea99e3bfae6cdd25a204875f,3526,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
p010-status.json,c1eff16f892c988b3c935f0a4ea3cd183477b26a0647d06870e6afb22eb3c996,1155,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
package-status.json,90193cf9abd8fa379de021fb29d5c183c8e45388c24459a6e6e5c87c4e80c73e,1384,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
README.md,683027464b821ffbe1a452aa9a61a485fe1dd932f35b59eed97f238c957cde39,380,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
source-register.csv,e38b882aaf23d32eec22ef3387a83912d0058acf42a17b62eae6baaea826b4cf,1492,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
static-geometry-factor-screen.csv,cc42a0d8ac6ddea4840baed88943a5a9b66ace40a6bcde9c8caddad767ea31cf,1134,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
