source_path,sha256,role,warning
electrical/kicad/project-button-v3-p1.15-carrier-candidate/project-button-v3-p1.15-carrier-candidate.kicad_pro,50162f189a6fc729abf873758269eb5cfe09868152363301af6f6d3ea0d774b4,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-dxl-star-p0.2-carrier-candidate/hr-v0-dxl-star-p0.2-carrier-candidate.kicad_pro,bc8c87a4f143c1e0c009df1dc835ffe7572dac1d3d5481bdaf397c06e59b6209,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-dxl-protection-carrier-p0.3/hr-v0-dxl-protection-carrier-p0.3.kicad_pro,167fe5724645cad069c482b89734a92f2dd0d7bb5efebccaeedb6ac51bf0d0e6,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/dxl-protection-carrier-harness-p0.1/package-status.json,085142f5effef03d5b048cb82557cdc443a322a0a371a5a2ed79edbf5df0aac0,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/dxl-carrier-integration-p0.1/package-status.json,ca087fa3be3468f3eec61f240263e99f12698ac98a5624dc59e64214c7c7a127,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/dxl-carrier-mount-p0.1/package-status.json,206243628e69336696bb9d5888e7c0efa2ffb27d1fb0702d6f2f39b84f772d61,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
bom/bom.csv,d4a8f1cb70b945042faae630a9df01e2be973e35ab4581c95a8276aaae1801a7,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/release-candidate.json,75c2edb380dc620f72ee8f30e028deab0f74868189693194d03848352a4b786d,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/dxl-star-manufacturing-p0.2/package-status.json,f150b49463aa2d6b4563aac9cced7dc0a70004661670f30443b993703ca16470,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
docs/hr-v0-watchdog-p115-identity-correction-p0.1.md,19b0ca60d6478ebfd1f2501ecee1ecb48e0e1941d71c1603dcc88100a32fa7ab,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/e2-hardware-p0.4/e2-hardware-summary.json,bb91996addc226807893ed46db20f64c4a7a4ae2e36b7fd2bc02497e2f97695c,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/watchdog-pcb-cam-p0.2/package-status.json,1021e5009846d07e7dc31bc936af4e2c74cf475e85c3391e4c36ed0f4105fcd5,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/project-button-v3-p1.17-observation-p05-candidate/project-button-v3-p1.17-observation-p05-candidate.kicad_pro,85365f5a049e6f55700bc985e5675e75b28b681bddbf595e9b51a9f72e83cacd,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-runtime-observation-carrier-p0.5/hr-v0-runtime-observation-carrier-p0.5.kicad_pro,5c5bbc03c3ed38bbfc66c92be6d4d36c4d8e912defaa446abbe13526ffb6087e,current configuration evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
