loop_id,axis_id,bus_id,power_corridor_chain,data_corridor_chain,rotation_range_and_stackup,minimum_bend_radius,loop_length_and_slack,clamp_points,cycle_life_test,state
SL-L_HIP_YAW,L_HIP_YAW,RS-LLEG,HN01_TORSO_POWER_SPINE | HN01_L_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_L_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_HIP_ROLL,L_HIP_ROLL,RS-LLEG,HN01_TORSO_POWER_SPINE | HN01_L_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_L_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_HIP_PITCH,L_HIP_PITCH,RS-LLEG,HN01_TORSO_POWER_SPINE | HN01_L_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_L_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_KNEE_PITCH,L_KNEE_PITCH,RS-LLEG,HN01_TORSO_POWER_SPINE | HN01_L_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_L_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_ANKLE_PITCH,L_ANKLE_PITCH,RS-LLEG,HN01_TORSO_POWER_SPINE | HN01_L_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_L_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_ANKLE_ROLL,L_ANKLE_ROLL,RS-LLEG,HN01_TORSO_POWER_SPINE | HN01_L_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_L_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_HIP_YAW,R_HIP_YAW,RS-RLEG,HN01_TORSO_POWER_SPINE | HN01_R_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_R_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_HIP_ROLL,R_HIP_ROLL,RS-RLEG,HN01_TORSO_POWER_SPINE | HN01_R_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_R_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_HIP_PITCH,R_HIP_PITCH,RS-RLEG,HN01_TORSO_POWER_SPINE | HN01_R_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_R_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_KNEE_PITCH,R_KNEE_PITCH,RS-RLEG,HN01_TORSO_POWER_SPINE | HN01_R_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_R_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_ANKLE_PITCH,R_ANKLE_PITCH,RS-RLEG,HN01_TORSO_POWER_SPINE | HN01_R_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_R_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_ANKLE_ROLL,R_ANKLE_ROLL,RS-RLEG,HN01_TORSO_POWER_SPINE | HN01_R_LEG_POWER,HN01_TORSO_DATA_SPINE | HN01_R_LEG_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_SHOULDER_PITCH,L_SHOULDER_PITCH,RS-LARM,HN01_TORSO_POWER_SPINE | HN01_L_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_L_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_SHOULDER_ROLL,L_SHOULDER_ROLL,RS-LARM,HN01_TORSO_POWER_SPINE | HN01_L_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_L_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_ELBOW_PITCH,L_ELBOW_PITCH,RS-LARM,HN01_TORSO_POWER_SPINE | HN01_L_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_L_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_SHOULDER_PITCH,R_SHOULDER_PITCH,RS-RARM,HN01_TORSO_POWER_SPINE | HN01_R_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_R_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_SHOULDER_ROLL,R_SHOULDER_ROLL,RS-RARM,HN01_TORSO_POWER_SPINE | HN01_R_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_R_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_ELBOW_PITCH,R_ELBOW_PITCH,RS-RARM,HN01_TORSO_POWER_SPINE | HN01_R_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_R_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-WAIST_YAW,WAIST_YAW,RS-WAIST,HN01_TORSO_POWER_SPINE,HN01_TORSO_DATA_SPINE,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_WRIST_ROTATION,L_WRIST_ROTATION,TTL-LDIST,HN01_TORSO_POWER_SPINE | HN01_L_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_L_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-L_GRIPPER,L_GRIPPER,TTL-LDIST,HN01_TORSO_POWER_SPINE | HN01_L_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_L_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_WRIST_ROTATION,R_WRIST_ROTATION,TTL-RDIST,HN01_TORSO_POWER_SPINE | HN01_R_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_R_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-R_GRIPPER,R_GRIPPER,TTL-RDIST,HN01_TORSO_POWER_SPINE | HN01_R_ARM_POWER,HN01_TORSO_DATA_SPINE | HN01_R_ARM_DATA,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-HEAD_PAN,HEAD_PAN,TTL-HEAD,HN01_TORSO_POWER_SPINE | HN01_HEAD_POWER_BRANCH,HN01_TORSO_DATA_SPINE | HN01_HEAD_BRANCH,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
SL-HEAD_TILT,HEAD_TILT,TTL-HEAD,HN01_TORSO_POWER_SPINE | HN01_HEAD_POWER_BRANCH,HN01_TORSO_DATA_SPINE | HN01_HEAD_BRANCH,DERIVE FROM WHOLE-BODY DOF LIMITS; TOLERANCE OPEN,SELECTION REQUIRED FROM CABLE,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,MOVING-LOOP OBLIGATION DEFINED
